Run	BioSample	Species	LibraryType	Group
SRR18054862	SAMN26000644	Abeliophyllum_distichum		
SRR18497216	SAMN26992935	Abeliophyllum_distichum		
SRR28361932	SAMN40410506	Abeliophyllum_distichum		
SRR8707038	SAMN11026391	Acer_yangbiense		
SRR12721041	SAMN16276461	Acer_yangbiense		
SRR12721040	SAMN16276462	Acer_yangbiense		
SRR12721129	SAMN16276463	Acer_yangbiense		
SRR12721118	SAMN16276464	Acer_yangbiense		
SRR12721107	SAMN16276465	Acer_yangbiense		
SRR12721096	SAMN16276466	Acer_yangbiense		
SRR12721085	SAMN16276467	Acer_yangbiense		
SRR12721074	SAMN16276468	Acer_yangbiense		
SRR12721063	SAMN16276469	Acer_yangbiense		
SRR12721052	SAMN16276470	Acer_yangbiense		
SRR12721039	SAMN16276471	Acer_yangbiense		
SRR12721138	SAMN16276472	Acer_yangbiense		
SRR12721137	SAMN16276473	Acer_yangbiense		
SRR12721136	SAMN16276474	Acer_yangbiense		
SRR12721135	SAMN16276475	Acer_yangbiense		
SRR12721134	SAMN16276476	Acer_yangbiense		
SRR12721133	SAMN16276477	Acer_yangbiense		
SRR12721132	SAMN16276478	Acer_yangbiense		
SRR12721131	SAMN16276479	Acer_yangbiense		
SRR12721130	SAMN16276480	Acer_yangbiense		
SRR12721128	SAMN16276481	Acer_yangbiense		
SRR12721127	SAMN16276482	Acer_yangbiense		
SRR12721126	SAMN16276483	Acer_yangbiense		
SRR12721125	SAMN16276484	Acer_yangbiense		
SRR12721124	SAMN16276485	Acer_yangbiense		
SRR12721123	SAMN16276486	Acer_yangbiense		
SRR12721122	SAMN16276487	Acer_yangbiense		
SRR12721121	SAMN16276488	Acer_yangbiense		
SRR12721120	SAMN16276489	Acer_yangbiense		
SRR12721119	SAMN16276490	Acer_yangbiense		
SRR12721117	SAMN16276491	Acer_yangbiense		
SRR12721116	SAMN16276492	Acer_yangbiense		
SRR12721115	SAMN16276493	Acer_yangbiense		
SRR12721114	SAMN16276494	Acer_yangbiense		
SRR12721113	SAMN16276495	Acer_yangbiense		
SRR12721112	SAMN16276496	Acer_yangbiense		
SRR12721111	SAMN16276497	Acer_yangbiense		
SRR12721110	SAMN16276498	Acer_yangbiense		
SRR12721109	SAMN16276499	Acer_yangbiense		
SRR12721108	SAMN16276500	Acer_yangbiense		
SRR12721106	SAMN16276501	Acer_yangbiense		
SRR12721105	SAMN16276502	Acer_yangbiense		
SRR12721104	SAMN16276503	Acer_yangbiense		
SRR12721103	SAMN16276504	Acer_yangbiense		
SRR12721102	SAMN16276505	Acer_yangbiense		
SRR12721101	SAMN16276506	Acer_yangbiense		
SRR12721100	SAMN16276507	Acer_yangbiense		
SRR12721099	SAMN16276508	Acer_yangbiense		
SRR12721098	SAMN16276509	Acer_yangbiense		
SRR12721097	SAMN16276510	Acer_yangbiense		
SRR12721095	SAMN16276511	Acer_yangbiense		
SRR12721094	SAMN16276512	Acer_yangbiense		
SRR12721093	SAMN16276513	Acer_yangbiense		
SRR12721092	SAMN16276514	Acer_yangbiense		
SRR12721091	SAMN16276515	Acer_yangbiense		
SRR12721090	SAMN16276516	Acer_yangbiense		
SRR12721089	SAMN16276517	Acer_yangbiense		
SRR12721088	SAMN16276518	Acer_yangbiense		
SRR12721087	SAMN16276519	Acer_yangbiense		
SRR12721086	SAMN16276520	Acer_yangbiense		
SRR12721084	SAMN16276521	Acer_yangbiense		
SRR12721083	SAMN16276522	Acer_yangbiense		
SRR12721082	SAMN16276523	Acer_yangbiense		
SRR12721081	SAMN16276524	Acer_yangbiense		
SRR12721080	SAMN16276525	Acer_yangbiense		
SRR12721079	SAMN16276526	Acer_yangbiense		
SRR12721078	SAMN16276527	Acer_yangbiense		
SRR12721077	SAMN16276528	Acer_yangbiense		
SRR12721076	SAMN16276529	Acer_yangbiense		
SRR12721075	SAMN16276530	Acer_yangbiense		
SRR12721073	SAMN16276531	Acer_yangbiense		
SRR12721072	SAMN16276532	Acer_yangbiense		
SRR12721071	SAMN16276533	Acer_yangbiense		
SRR12721070	SAMN16276534	Acer_yangbiense		
SRR12721069	SAMN16276535	Acer_yangbiense		
SRR12721068	SAMN16276536	Acer_yangbiense		
SRR12721067	SAMN16276537	Acer_yangbiense		
SRR12721066	SAMN16276538	Acer_yangbiense		
SRR12721065	SAMN16276539	Acer_yangbiense		
SRR12721064	SAMN16276540	Acer_yangbiense		
SRR12721062	SAMN16276541	Acer_yangbiense		
SRR12721061	SAMN16276542	Acer_yangbiense		
SRR12721060	SAMN16276543	Acer_yangbiense		
SRR12721059	SAMN16276544	Acer_yangbiense		
SRR12721058	SAMN16276545	Acer_yangbiense		
SRR12721057	SAMN16276546	Acer_yangbiense		
SRR12721056	SAMN16276547	Acer_yangbiense		
SRR12721055	SAMN16276548	Acer_yangbiense		
SRR12721054	SAMN16276549	Acer_yangbiense		
SRR12721053	SAMN16276550	Acer_yangbiense		
SRR12721051	SAMN16276551	Acer_yangbiense		
SRR12721050	SAMN16276552	Acer_yangbiense		
SRR12721049	SAMN16276553	Acer_yangbiense		
SRR12721048	SAMN16276554	Acer_yangbiense		
SRR12721047	SAMN16276555	Acer_yangbiense		
SRR12721046	SAMN16276556	Acer_yangbiense		
SRR12721045	SAMN16276557	Acer_yangbiense		
SRR12721044	SAMN16276558	Acer_yangbiense		
SRR12721043	SAMN16276559	Acer_yangbiense		
SRR12721042	SAMN16276560	Acer_yangbiense		
SRR12721038	SAMN16276561	Acer_yangbiense		
SRR12721142	SAMN16276562	Acer_yangbiense		
SRR12721141	SAMN16276563	Acer_yangbiense		
SRR12721140	SAMN16276564	Acer_yangbiense		
SRR12721139	SAMN16276565	Acer_yangbiense		
ERR359707	SAMEA2242590	Aegilops_sharonensis		
ERR359708	SAMEA2242590	Aegilops_sharonensis		
ERR359709	SAMEA2242590	Aegilops_sharonensis		
ERR359710	SAMEA2242590	Aegilops_sharonensis		
ERR359711	SAMEA2242590	Aegilops_sharonensis		
ERR359712	SAMEA2242590	Aegilops_sharonensis		
ERR6184187	SAMEA7302707	Aegilops_sharonensis		
ERR6184189	SAMEA7302709	Aegilops_sharonensis		
ERR6184191	SAMEA7302711	Aegilops_sharonensis		
ERR6184193	SAMEA7302713	Aegilops_sharonensis		
ERR6184194	SAMEA7302714	Aegilops_sharonensis		
ERR6184195	SAMEA7302715	Aegilops_sharonensis		
ERR6184196	SAMEA7302716	Aegilops_sharonensis		
ERR6184197	SAMEA7302717	Aegilops_sharonensis		
ERR6184169	SAMEA7302719	Aegilops_sharonensis		
ERR6184170	SAMEA7302720	Aegilops_sharonensis		
ERR6184171	SAMEA7302721	Aegilops_sharonensis		
ERR6184174	SAMEA7302724	Aegilops_sharonensis		
ERR6184175	SAMEA7302725	Aegilops_sharonensis		
ERR6184176	SAMEA7302726	Aegilops_sharonensis		
ERR6184179	SAMEA7302729	Aegilops_sharonensis		
ERR6184180	SAMEA7302730	Aegilops_sharonensis		
SRR14627574	SAMN17832325	Aegilops_sharonensis		
DRR520119	SAMD00724975	Aegle_marmelos		
SRR16998512	SAMN23379527	Aegle_marmelos		
SRR26310427	SAMN34270147	Agave_karwinskii		
SRR35007214	SAMN50010308	Agave_karwinskii		
SRR35007215	SAMN50010308	Agave_karwinskii		
ERR2103731	SAMEA104225642	Alnus_glutinosa		
ERR6688530	SAMEA7522125	Alnus_glutinosa		
SRR5279623	SAMN06393017	Alnus_glutinosa		
SRR5279624	SAMN06393018	Alnus_glutinosa		
SRR5279625	SAMN06393019	Alnus_glutinosa		
SRR5279626	SAMN06393020	Alnus_glutinosa		
SRR5282250	SAMN06393021	Alnus_glutinosa		
SRR5282253	SAMN06393022	Alnus_glutinosa		
SRR5282264	SAMN06393023	Alnus_glutinosa		
SRR5282265	SAMN06393024	Alnus_glutinosa		
SRR17214828	SAMN23970724	Alnus_glutinosa		
SRR8892930	SAMN11412194	Aquilaria_sinensis		
SRR24424215	SAMN11478985	Aquilaria_sinensis		
SRR24424201	SAMN11478993	Aquilaria_sinensis		
SRR24424276	SAMN11479048	Aquilaria_sinensis		
SRR24424134	SAMN11479049	Aquilaria_sinensis		
SRR24424133	SAMN11479050	Aquilaria_sinensis		
SRR24424130	SAMN11479053	Aquilaria_sinensis		
SRR24424054	SAMN11479059	Aquilaria_sinensis		
SRR24424053	SAMN11479060	Aquilaria_sinensis		
SRR24424144	SAMN11479065	Aquilaria_sinensis		
SRR24424143	SAMN11479066	Aquilaria_sinensis		
SRR24424142	SAMN11479067	Aquilaria_sinensis		
SRR24423995	SAMN11479069	Aquilaria_sinensis		
SRR24424282	SAMN11479071	Aquilaria_sinensis		
SRR24424118	SAMN11479076	Aquilaria_sinensis		
SRR24424104	SAMN11479077	Aquilaria_sinensis		
SRR24424102	SAMN11479079	Aquilaria_sinensis		
SRR24424100	SAMN11479080	Aquilaria_sinensis		
SRR24424265	SAMN11479097	Aquilaria_sinensis		
SRR24424165	SAMN11479107	Aquilaria_sinensis		
SRR24424079	SAMN11479121	Aquilaria_sinensis		
SRR24424078	SAMN11479122	Aquilaria_sinensis		
SRR10737433	SAMN12777232	Aquilaria_sinensis		
SRR12825734	SAMN16131995	Aquilaria_sinensis		
SRR12825745	SAMN16131995	Aquilaria_sinensis		
SRR12825756	SAMN16131995	Aquilaria_sinensis		
SRR12825757	SAMN16131995	Aquilaria_sinensis		
SRR12825758	SAMN16131995	Aquilaria_sinensis		
SRR12825759	SAMN16131995	Aquilaria_sinensis		
SRR12825760	SAMN16131995	Aquilaria_sinensis		
SRR12825761	SAMN16131995	Aquilaria_sinensis		
SRR12825762	SAMN16131995	Aquilaria_sinensis		
SRR12825763	SAMN16131995	Aquilaria_sinensis		
SRR12825764	SAMN16131995	Aquilaria_sinensis		
SRR12825765	SAMN16131995	Aquilaria_sinensis		
SRR12825766	SAMN16131995	Aquilaria_sinensis		
SRR12825767	SAMN16131995	Aquilaria_sinensis		
SRR12825768	SAMN16131995	Aquilaria_sinensis		
SRR12825769	SAMN16131995	Aquilaria_sinensis		
SRR12825770	SAMN16131995	Aquilaria_sinensis		
SRR12825771	SAMN16131995	Aquilaria_sinensis		
SRR12825772	SAMN16131995	Aquilaria_sinensis		
SRR12825773	SAMN16131995	Aquilaria_sinensis		
SRR12825774	SAMN16131995	Aquilaria_sinensis		
SRR12825775	SAMN16131995	Aquilaria_sinensis		
SRR12825776	SAMN16131995	Aquilaria_sinensis		
SRR12825779	SAMN16131995	Aquilaria_sinensis		
SRR12825799	SAMN16131995	Aquilaria_sinensis		
SRR12825811	SAMN16131995	Aquilaria_sinensis		
SRR12825822	SAMN16131995	Aquilaria_sinensis		
SRR12825831	SAMN16131995	Aquilaria_sinensis		
SRR12825832	SAMN16131995	Aquilaria_sinensis		
SRR12825834	SAMN16131995	Aquilaria_sinensis		
SRR12825835	SAMN16131995	Aquilaria_sinensis		
SRR12825836	SAMN16131995	Aquilaria_sinensis		
SRR24424281	SAMN34572746	Aquilaria_sinensis		
SRR24424234	SAMN34572875	Aquilaria_sinensis		
SRR24423940	SAMN34572967	Aquilaria_sinensis		
SRR33513884	SAMN48399500	Aquilaria_sinensis		
SRR492327	SAMN00012750	Arabidopsis_thaliana		
SRR1945435	SAMN03326279	Arabidopsis_thaliana		
SRR1945436	SAMN03326280	Arabidopsis_thaliana		
SRR1945437	SAMN03326281	Arabidopsis_thaliana		
SRR1945438	SAMN03326282	Arabidopsis_thaliana		
SRR1945439	SAMN03326283	Arabidopsis_thaliana		
SRR1945440	SAMN03326284	Arabidopsis_thaliana		
SRR1945441	SAMN03326285	Arabidopsis_thaliana		
SRR1945442	SAMN03326286	Arabidopsis_thaliana		
SRR1945443	SAMN03326287	Arabidopsis_thaliana		
SRR1945444	SAMN03326288	Arabidopsis_thaliana		
SRR1945445	SAMN03326289	Arabidopsis_thaliana		
SRR1945446	SAMN03326290	Arabidopsis_thaliana		
SRR1945451	SAMN03326295	Arabidopsis_thaliana		
SRR1945453	SAMN03326297	Arabidopsis_thaliana		
SRR1945454	SAMN03326298	Arabidopsis_thaliana		
SRR1945455	SAMN03326299	Arabidopsis_thaliana		
SRR1945456	SAMN03326300	Arabidopsis_thaliana		
SRR1945457	SAMN03326301	Arabidopsis_thaliana		
SRR1945458	SAMN03326302	Arabidopsis_thaliana		
SRR1945459	SAMN03326303	Arabidopsis_thaliana		
SRR1945460	SAMN03326304	Arabidopsis_thaliana		
SRR1945461	SAMN03326305	Arabidopsis_thaliana		
SRR1945463	SAMN03326307	Arabidopsis_thaliana		
SRR1945464	SAMN03326308	Arabidopsis_thaliana		
SRR1945465	SAMN03326309	Arabidopsis_thaliana		
SRR1945466	SAMN03326310	Arabidopsis_thaliana		
SRR1945467	SAMN03326311	Arabidopsis_thaliana		
SRR1945468	SAMN03326312	Arabidopsis_thaliana		
SRR1945469	SAMN03326313	Arabidopsis_thaliana		
SRR1945470	SAMN03326314	Arabidopsis_thaliana		
SRR1945471	SAMN03326315	Arabidopsis_thaliana		
SRR1945472	SAMN03326316	Arabidopsis_thaliana		
SRR1945473	SAMN03326317	Arabidopsis_thaliana		
SRR1945474	SAMN03326318	Arabidopsis_thaliana		
SRR1945475	SAMN03326319	Arabidopsis_thaliana		
SRR1945476	SAMN03326320	Arabidopsis_thaliana		
SRR1945477	SAMN03326321	Arabidopsis_thaliana		
SRR1945478	SAMN03326322	Arabidopsis_thaliana		
SRR1945479	SAMN03326323	Arabidopsis_thaliana		
SRR1945480	SAMN03326324	Arabidopsis_thaliana		
SRR1945481	SAMN03326325	Arabidopsis_thaliana		
SRR1945482	SAMN03326326	Arabidopsis_thaliana		
SRR1945483	SAMN03326327	Arabidopsis_thaliana		
SRR1945484	SAMN03326328	Arabidopsis_thaliana		
SRR1945485	SAMN03326329	Arabidopsis_thaliana		
SRR1945486	SAMN03326330	Arabidopsis_thaliana		
SRR1945487	SAMN03326331	Arabidopsis_thaliana		
SRR1945488	SAMN03326332	Arabidopsis_thaliana		
SRR1945489	SAMN03326333	Arabidopsis_thaliana		
SRR1945490	SAMN03326334	Arabidopsis_thaliana		
SRR1945491	SAMN03326335	Arabidopsis_thaliana		
SRR1945492	SAMN03326336	Arabidopsis_thaliana		
SRR1945493	SAMN03326337	Arabidopsis_thaliana		
SRR1945494	SAMN03326338	Arabidopsis_thaliana		
SRR1945495	SAMN03326339	Arabidopsis_thaliana		
SRR1945496	SAMN03326340	Arabidopsis_thaliana		
SRR1945497	SAMN03326341	Arabidopsis_thaliana		
SRR1945498	SAMN03326342	Arabidopsis_thaliana		
SRR1945501	SAMN03326345	Arabidopsis_thaliana		
SRR1945502	SAMN03326346	Arabidopsis_thaliana		
SRR1945503	SAMN03326347	Arabidopsis_thaliana		
SRR1945504	SAMN03326348	Arabidopsis_thaliana		
SRR1945505	SAMN03326349	Arabidopsis_thaliana		
SRR1945506	SAMN03326350	Arabidopsis_thaliana		
SRR1945507	SAMN03326351	Arabidopsis_thaliana		
SRR1945509	SAMN03326353	Arabidopsis_thaliana		
SRR1945510	SAMN03326354	Arabidopsis_thaliana		
SRR1945511	SAMN03326355	Arabidopsis_thaliana		
SRR1945512	SAMN03326356	Arabidopsis_thaliana		
SRR1945513	SAMN03326357	Arabidopsis_thaliana		
SRR1945514	SAMN03326358	Arabidopsis_thaliana		
SRR1945515	SAMN03326359	Arabidopsis_thaliana		
SRR1945518	SAMN03326362	Arabidopsis_thaliana		
SRR1945519	SAMN03326363	Arabidopsis_thaliana		
SRR1945520	SAMN03326364	Arabidopsis_thaliana		
SRR1945521	SAMN03326365	Arabidopsis_thaliana		
SRR1945522	SAMN03326366	Arabidopsis_thaliana		
SRR1945523	SAMN03326367	Arabidopsis_thaliana		
SRR1945527	SAMN03326371	Arabidopsis_thaliana		
SRR1945531	SAMN03326375	Arabidopsis_thaliana		
SRR1945532	SAMN03326376	Arabidopsis_thaliana		
SRR1945533	SAMN03326377	Arabidopsis_thaliana		
SRR1945534	SAMN03326378	Arabidopsis_thaliana		
SRR1945535	SAMN03326379	Arabidopsis_thaliana		
SRR1945536	SAMN03326380	Arabidopsis_thaliana		
SRR1945537	SAMN03326381	Arabidopsis_thaliana		
SRR1945538	SAMN03326382	Arabidopsis_thaliana		
SRR1945539	SAMN03326383	Arabidopsis_thaliana		
SRR1945540	SAMN03326384	Arabidopsis_thaliana		
SRR1945541	SAMN03326385	Arabidopsis_thaliana		
SRR1945544	SAMN03326388	Arabidopsis_thaliana		
SRR1945545	SAMN03326389	Arabidopsis_thaliana		
SRR1945546	SAMN03326390	Arabidopsis_thaliana		
SRR1945547	SAMN03326391	Arabidopsis_thaliana		
SRR1945548	SAMN03326392	Arabidopsis_thaliana		
SRR1945549	SAMN03326393	Arabidopsis_thaliana		
SRR1945550	SAMN03326394	Arabidopsis_thaliana		
SRR1945551	SAMN03326395	Arabidopsis_thaliana		
SRR1945552	SAMN03326396	Arabidopsis_thaliana		
SRR1945553	SAMN03326397	Arabidopsis_thaliana		
SRR1945554	SAMN03326398	Arabidopsis_thaliana		
SRR1945555	SAMN03326399	Arabidopsis_thaliana		
SRR1945556	SAMN03326400	Arabidopsis_thaliana		
SRR1945557	SAMN03326401	Arabidopsis_thaliana		
SRR1945558	SAMN03326402	Arabidopsis_thaliana		
SRR1945559	SAMN03326403	Arabidopsis_thaliana		
SRR1945560	SAMN03326404	Arabidopsis_thaliana		
SRR1945561	SAMN03326405	Arabidopsis_thaliana		
SRR1945562	SAMN03326406	Arabidopsis_thaliana		
SRR1945563	SAMN03326407	Arabidopsis_thaliana		
SRR1945564	SAMN03326408	Arabidopsis_thaliana		
SRR1945565	SAMN03326409	Arabidopsis_thaliana		
SRR1945566	SAMN03326410	Arabidopsis_thaliana		
SRR1945567	SAMN03326411	Arabidopsis_thaliana		
SRR1945568	SAMN03326412	Arabidopsis_thaliana		
SRR1945569	SAMN03326413	Arabidopsis_thaliana		
SRR1945570	SAMN03326414	Arabidopsis_thaliana		
SRR1945571	SAMN03326415	Arabidopsis_thaliana		
SRR1945572	SAMN03326416	Arabidopsis_thaliana		
SRR1945573	SAMN03326417	Arabidopsis_thaliana		
SRR1945574	SAMN03326418	Arabidopsis_thaliana		
SRR1945575	SAMN03326419	Arabidopsis_thaliana		
SRR1945576	SAMN03326420	Arabidopsis_thaliana		
SRR1945577	SAMN03326421	Arabidopsis_thaliana		
SRR1945578	SAMN03326422	Arabidopsis_thaliana		
SRR1945579	SAMN03326423	Arabidopsis_thaliana		
SRR1945580	SAMN03326424	Arabidopsis_thaliana		
SRR1945581	SAMN03326425	Arabidopsis_thaliana		
SRR1945582	SAMN03326426	Arabidopsis_thaliana		
SRR1945583	SAMN03326427	Arabidopsis_thaliana		
SRR1945584	SAMN03326428	Arabidopsis_thaliana		
SRR1945585	SAMN03326429	Arabidopsis_thaliana		
SRR1945586	SAMN03326430	Arabidopsis_thaliana		
SRR1945587	SAMN03326431	Arabidopsis_thaliana		
SRR1945588	SAMN03326432	Arabidopsis_thaliana		
SRR1945589	SAMN03326433	Arabidopsis_thaliana		
SRR1945590	SAMN03326434	Arabidopsis_thaliana		
SRR1945591	SAMN03326435	Arabidopsis_thaliana		
SRR1945592	SAMN03326436	Arabidopsis_thaliana		
SRR1945593	SAMN03326437	Arabidopsis_thaliana		
SRR1945594	SAMN03326438	Arabidopsis_thaliana		
SRR1945595	SAMN03326439	Arabidopsis_thaliana		
SRR1945596	SAMN03326440	Arabidopsis_thaliana		
SRR1945597	SAMN03326441	Arabidopsis_thaliana		
SRR1945598	SAMN03326442	Arabidopsis_thaliana		
SRR1945599	SAMN03326443	Arabidopsis_thaliana		
SRR1945600	SAMN03326444	Arabidopsis_thaliana		
SRR1945601	SAMN03326445	Arabidopsis_thaliana		
SRR1945602	SAMN03326446	Arabidopsis_thaliana		
SRR1945603	SAMN03326447	Arabidopsis_thaliana		
SRR1945604	SAMN03326448	Arabidopsis_thaliana		
SRR1945605	SAMN03326449	Arabidopsis_thaliana		
SRR1945606	SAMN03326450	Arabidopsis_thaliana		
SRR1945607	SAMN03326451	Arabidopsis_thaliana		
SRR1945608	SAMN03326452	Arabidopsis_thaliana		
SRR1945609	SAMN03326453	Arabidopsis_thaliana		
SRR1945610	SAMN03326454	Arabidopsis_thaliana		
SRR1945611	SAMN03326455	Arabidopsis_thaliana		
SRR1945612	SAMN03326456	Arabidopsis_thaliana		
SRR1945613	SAMN03326457	Arabidopsis_thaliana		
SRR1945614	SAMN03326458	Arabidopsis_thaliana		
SRR1945615	SAMN03326459	Arabidopsis_thaliana		
SRR1945616	SAMN03326460	Arabidopsis_thaliana		
SRR1945617	SAMN03326461	Arabidopsis_thaliana		
SRR1945618	SAMN03326462	Arabidopsis_thaliana		
SRR1945619	SAMN03326463	Arabidopsis_thaliana		
SRR1945620	SAMN03326464	Arabidopsis_thaliana		
SRR1945621	SAMN03326465	Arabidopsis_thaliana		
SRR1945622	SAMN03326466	Arabidopsis_thaliana		
SRR1945623	SAMN03326467	Arabidopsis_thaliana		
SRR1945624	SAMN03326468	Arabidopsis_thaliana		
SRR1945625	SAMN03326469	Arabidopsis_thaliana		
SRR1945626	SAMN03326470	Arabidopsis_thaliana		
SRR1945627	SAMN03326471	Arabidopsis_thaliana		
SRR1945628	SAMN03326472	Arabidopsis_thaliana		
SRR1945629	SAMN03326473	Arabidopsis_thaliana		
SRR1945630	SAMN03326474	Arabidopsis_thaliana		
SRR1945631	SAMN03326475	Arabidopsis_thaliana		
SRR1945632	SAMN03326476	Arabidopsis_thaliana		
SRR1945633	SAMN03326477	Arabidopsis_thaliana		
SRR1945634	SAMN03326478	Arabidopsis_thaliana		
SRR1945635	SAMN03326479	Arabidopsis_thaliana		
SRR1945636	SAMN03326480	Arabidopsis_thaliana		
SRR1945637	SAMN03326481	Arabidopsis_thaliana		
SRR1945638	SAMN03326482	Arabidopsis_thaliana		
SRR1945639	SAMN03326483	Arabidopsis_thaliana		
SRR1945640	SAMN03326484	Arabidopsis_thaliana		
SRR1945641	SAMN03326485	Arabidopsis_thaliana		
SRR1945642	SAMN03326486	Arabidopsis_thaliana		
SRR1945643	SAMN03326487	Arabidopsis_thaliana		
SRR1945644	SAMN03326488	Arabidopsis_thaliana		
SRR1945645	SAMN03326489	Arabidopsis_thaliana		
SRR1945646	SAMN03326490	Arabidopsis_thaliana		
SRR1945647	SAMN03326491	Arabidopsis_thaliana		
SRR1945648	SAMN03326492	Arabidopsis_thaliana		
SRR1945649	SAMN03326493	Arabidopsis_thaliana		
SRR1945650	SAMN03326494	Arabidopsis_thaliana		
SRR1945651	SAMN03326495	Arabidopsis_thaliana		
SRR1945652	SAMN03326496	Arabidopsis_thaliana		
SRR1945653	SAMN03326497	Arabidopsis_thaliana		
SRR1945654	SAMN03326498	Arabidopsis_thaliana		
SRR1945655	SAMN03326499	Arabidopsis_thaliana		
SRR1945656	SAMN03326500	Arabidopsis_thaliana		
SRR1945657	SAMN03326501	Arabidopsis_thaliana		
SRR1945658	SAMN03326502	Arabidopsis_thaliana		
SRR1945659	SAMN03326503	Arabidopsis_thaliana		
SRR1945660	SAMN03326504	Arabidopsis_thaliana		
SRR1945661	SAMN03326505	Arabidopsis_thaliana		
SRR1945662	SAMN03326506	Arabidopsis_thaliana		
SRR1945663	SAMN03326507	Arabidopsis_thaliana		
SRR1945664	SAMN03326508	Arabidopsis_thaliana		
SRR1945665	SAMN03326509	Arabidopsis_thaliana		
SRR1945666	SAMN03326510	Arabidopsis_thaliana		
SRR1945667	SAMN03326511	Arabidopsis_thaliana		
SRR1945668	SAMN03326512	Arabidopsis_thaliana		
SRR1945669	SAMN03326513	Arabidopsis_thaliana		
SRR1945670	SAMN03326514	Arabidopsis_thaliana		
SRR1945671	SAMN03326515	Arabidopsis_thaliana		
SRR1945672	SAMN03326516	Arabidopsis_thaliana		
SRR1945673	SAMN03326517	Arabidopsis_thaliana		
SRR1945674	SAMN03326518	Arabidopsis_thaliana		
SRR1945675	SAMN03326519	Arabidopsis_thaliana		
SRR1945676	SAMN03326520	Arabidopsis_thaliana		
SRR1945677	SAMN03326521	Arabidopsis_thaliana		
SRR1945678	SAMN03326522	Arabidopsis_thaliana		
SRR1945679	SAMN03326523	Arabidopsis_thaliana		
SRR1945680	SAMN03326524	Arabidopsis_thaliana		
SRR1945681	SAMN03326525	Arabidopsis_thaliana		
SRR1945682	SAMN03326526	Arabidopsis_thaliana		
SRR1945683	SAMN03326527	Arabidopsis_thaliana		
SRR1945684	SAMN03326528	Arabidopsis_thaliana		
SRR1945685	SAMN03326529	Arabidopsis_thaliana		
SRR1945686	SAMN03326530	Arabidopsis_thaliana		
SRR1945687	SAMN03326531	Arabidopsis_thaliana		
SRR1945688	SAMN03326532	Arabidopsis_thaliana		
SRR1945689	SAMN03326533	Arabidopsis_thaliana		
SRR1945690	SAMN03326534	Arabidopsis_thaliana		
SRR1945691	SAMN03326535	Arabidopsis_thaliana		
SRR1945692	SAMN03326536	Arabidopsis_thaliana		
SRR1945693	SAMN03326537	Arabidopsis_thaliana		
SRR1945694	SAMN03326538	Arabidopsis_thaliana		
SRR1945695	SAMN03326539	Arabidopsis_thaliana		
SRR1945696	SAMN03326540	Arabidopsis_thaliana		
SRR1945697	SAMN03326541	Arabidopsis_thaliana		
SRR1945698	SAMN03326542	Arabidopsis_thaliana		
SRR1945699	SAMN03326543	Arabidopsis_thaliana		
SRR1945700	SAMN03326544	Arabidopsis_thaliana		
SRR1945701	SAMN03326545	Arabidopsis_thaliana		
SRR1945702	SAMN03326546	Arabidopsis_thaliana		
SRR1945703	SAMN03326547	Arabidopsis_thaliana		
SRR1945704	SAMN03326548	Arabidopsis_thaliana		
SRR1945705	SAMN03326549	Arabidopsis_thaliana		
SRR1945706	SAMN03326550	Arabidopsis_thaliana		
SRR1945707	SAMN03326551	Arabidopsis_thaliana		
SRR1945708	SAMN03326552	Arabidopsis_thaliana		
SRR1945709	SAMN03326553	Arabidopsis_thaliana		
SRR1945710	SAMN03326554	Arabidopsis_thaliana		
SRR1945711	SAMN03326555	Arabidopsis_thaliana		
SRR1945712	SAMN03326556	Arabidopsis_thaliana		
SRR1945713	SAMN03326557	Arabidopsis_thaliana		
SRR1945714	SAMN03326558	Arabidopsis_thaliana		
SRR1945715	SAMN03326559	Arabidopsis_thaliana		
SRR1945716	SAMN03326560	Arabidopsis_thaliana		
SRR1945717	SAMN03326561	Arabidopsis_thaliana		
SRR1945718	SAMN03326562	Arabidopsis_thaliana		
SRR1945719	SAMN03326563	Arabidopsis_thaliana		
SRR1945720	SAMN03326564	Arabidopsis_thaliana		
SRR1945721	SAMN03326565	Arabidopsis_thaliana		
SRR1945722	SAMN03326566	Arabidopsis_thaliana		
SRR1945723	SAMN03326567	Arabidopsis_thaliana		
SRR1945724	SAMN03326568	Arabidopsis_thaliana		
SRR1945725	SAMN03326569	Arabidopsis_thaliana		
SRR1945726	SAMN03326570	Arabidopsis_thaliana		
SRR1945727	SAMN03326571	Arabidopsis_thaliana		
SRR1945728	SAMN03326572	Arabidopsis_thaliana		
SRR1945729	SAMN03326573	Arabidopsis_thaliana		
SRR1945730	SAMN03326574	Arabidopsis_thaliana		
SRR1945731	SAMN03326575	Arabidopsis_thaliana		
SRR1945732	SAMN03326576	Arabidopsis_thaliana		
SRR1945733	SAMN03326577	Arabidopsis_thaliana		
SRR1945734	SAMN03326578	Arabidopsis_thaliana		
SRR1945735	SAMN03326579	Arabidopsis_thaliana		
SRR1945736	SAMN03326580	Arabidopsis_thaliana		
SRR1945737	SAMN03326581	Arabidopsis_thaliana		
SRR1945738	SAMN03326582	Arabidopsis_thaliana		
SRR1945739	SAMN03326583	Arabidopsis_thaliana		
SRR1945740	SAMN03326584	Arabidopsis_thaliana		
SRR1945741	SAMN03326585	Arabidopsis_thaliana		
