Run	BioSample	Species	LibraryType	Group
SRR2239776	SAMN04028226	Phaseolus_coccineus		
SRR5229012	SAMN05918803	Phaseolus_coccineus		
SRR17967441	SAMN25820172	Phaseolus_coccineus		
SRR25544761	SAMN36863569	Phaseolus_coccineus		
SRR5229008	SAMN05918805	Phaseolus_lunatus		
SRR10726092	SAMN13612625	Phaseolus_lunatus		
SRR10726093	SAMN13612625	Phaseolus_lunatus		
SRR10726094	SAMN13612625	Phaseolus_lunatus		
SRR10726095	SAMN13612625	Phaseolus_lunatus		
SRR10726096	SAMN13612625	Phaseolus_lunatus		
SRR13151570	SAMN16927618	Phaseolus_lunatus		
SRR13151558	SAMN16927629	Phaseolus_lunatus		
SRR14598262	SAMN19277360	Phaseolus_lunatus		
SRR20831200	SAMN30076363	Phaseolus_lunatus		
SRR20831199	SAMN30076364	Phaseolus_lunatus		
SRR20831188	SAMN30076365	Phaseolus_lunatus		
SRR20831177	SAMN30076366	Phaseolus_lunatus		
SRR20831166	SAMN30076367	Phaseolus_lunatus		
SRR20831155	SAMN30076368	Phaseolus_lunatus		
SRR20831144	SAMN30076369	Phaseolus_lunatus		
SRR20831143	SAMN30076370	Phaseolus_lunatus		
SRR20831142	SAMN30076371	Phaseolus_lunatus		
SRR20831141	SAMN30076372	Phaseolus_lunatus		
SRR20831198	SAMN30076373	Phaseolus_lunatus		
SRR20831197	SAMN30076374	Phaseolus_lunatus		
SRR20831196	SAMN30076375	Phaseolus_lunatus		
SRR20831195	SAMN30076376	Phaseolus_lunatus		
SRR20831194	SAMN30076377	Phaseolus_lunatus		
SRR20831193	SAMN30076378	Phaseolus_lunatus		
SRR20831192	SAMN30076379	Phaseolus_lunatus		
SRR20831191	SAMN30076380	Phaseolus_lunatus		
SRR20831190	SAMN30076381	Phaseolus_lunatus		
SRR20831189	SAMN30076382	Phaseolus_lunatus		
SRR20831187	SAMN30076383	Phaseolus_lunatus		
SRR20831186	SAMN30076384	Phaseolus_lunatus		
SRR20831185	SAMN30076385	Phaseolus_lunatus		
SRR20831184	SAMN30076386	Phaseolus_lunatus		
SRR20831183	SAMN30076387	Phaseolus_lunatus		
SRR20831182	SAMN30076388	Phaseolus_lunatus		
SRR20831181	SAMN30076389	Phaseolus_lunatus		
SRR20831180	SAMN30076390	Phaseolus_lunatus		
SRR20831179	SAMN30076391	Phaseolus_lunatus		
SRR20831178	SAMN30076392	Phaseolus_lunatus		
SRR20831176	SAMN30076393	Phaseolus_lunatus		
SRR20831175	SAMN30076394	Phaseolus_lunatus		
SRR20831174	SAMN30076395	Phaseolus_lunatus		
SRR20831173	SAMN30076396	Phaseolus_lunatus		
SRR20831172	SAMN30076397	Phaseolus_lunatus		
SRR20831171	SAMN30076398	Phaseolus_lunatus		
SRR20831170	SAMN30076399	Phaseolus_lunatus		
SRR20831169	SAMN30076400	Phaseolus_lunatus		
SRR20831168	SAMN30076401	Phaseolus_lunatus		
SRR20831167	SAMN30076402	Phaseolus_lunatus		
SRR20831165	SAMN30076403	Phaseolus_lunatus		
SRR20831164	SAMN30076404	Phaseolus_lunatus		
SRR20831163	SAMN30076405	Phaseolus_lunatus		
SRR20831162	SAMN30076406	Phaseolus_lunatus		
SRR20831161	SAMN30076407	Phaseolus_lunatus		
SRR20831160	SAMN30076408	Phaseolus_lunatus		
SRR20831159	SAMN30076409	Phaseolus_lunatus		
SRR20831158	SAMN30076410	Phaseolus_lunatus		
SRR20831156	SAMN30076412	Phaseolus_lunatus		
SRR20831154	SAMN30076413	Phaseolus_lunatus		
SRR20831153	SAMN30076414	Phaseolus_lunatus		
SRR20831152	SAMN30076415	Phaseolus_lunatus		
SRR20831151	SAMN30076416	Phaseolus_lunatus		
SRR20831150	SAMN30076417	Phaseolus_lunatus		
SRR20831149	SAMN30076418	Phaseolus_lunatus		
SRR20831148	SAMN30076419	Phaseolus_lunatus		
SRR20831147	SAMN30076420	Phaseolus_lunatus		
SRR20831146	SAMN30076421	Phaseolus_lunatus		
SRR20831145	SAMN30076422	Phaseolus_lunatus		
ERR14041489	SAMEA117368836	Picea_abies		
ERR14041490	SAMEA117368836	Picea_abies		
ERR268242	SAMEA1906671	Picea_abies		
ERR268243	SAMEA1906671	Picea_abies		
ERR268244	SAMEA1906671	Picea_abies		
ERR268245	SAMEA1906671	Picea_abies		
ERR268246	SAMEA1906671	Picea_abies		
ERR268247	SAMEA1906671	Picea_abies		
ERR268248	SAMEA1906671	Picea_abies		
ERR268249	SAMEA1906671	Picea_abies		
ERR268250	SAMEA1906671	Picea_abies		
ERR268251	SAMEA1906671	Picea_abies		
ERR268252	SAMEA1906671	Picea_abies		
ERR268253	SAMEA1906671	Picea_abies		
ERR268254	SAMEA1906671	Picea_abies		
ERR268255	SAMEA1906671	Picea_abies		
ERR268256	SAMEA1906671	Picea_abies		
ERR268257	SAMEA1906671	Picea_abies		
ERR268258	SAMEA1906671	Picea_abies		
ERR268259	SAMEA1906671	Picea_abies		
ERR268260	SAMEA1906671	Picea_abies		
ERR268261	SAMEA1906671	Picea_abies		
ERR268262	SAMEA1906671	Picea_abies		
ERR268263	SAMEA1906671	Picea_abies		
ERR268264	SAMEA1906671	Picea_abies		
ERR268265	SAMEA1906671	Picea_abies		
ERR268266	SAMEA1906671	Picea_abies		
ERR268267	SAMEA1906671	Picea_abies		
ERR268268	SAMEA1906671	Picea_abies		
ERR268269	SAMEA1906671	Picea_abies		
ERR268270	SAMEA1906671	Picea_abies		
ERR268271	SAMEA1906671	Picea_abies		
ERR268272	SAMEA1906671	Picea_abies		
ERR4131298	SAMEA6526534	Picea_abies		
ERR4131299	SAMEA6526535	Picea_abies		
ERR4131300	SAMEA6526536	Picea_abies		
ERR4131301	SAMEA6526537	Picea_abies		
ERR4131302	SAMEA6526538	Picea_abies		
ERR4131303	SAMEA6526539	Picea_abies		
ERR4131304	SAMEA6526540	Picea_abies		
ERR4131305	SAMEA6526541	Picea_abies		
ERR4131306	SAMEA6526542	Picea_abies		
ERR4131307	SAMEA6526543	Picea_abies		
ERR4131308	SAMEA6526544	Picea_abies		
ERR4131309	SAMEA6526545	Picea_abies		
ERR4131310	SAMEA6526546	Picea_abies		
ERR5555317	SAMEA8202531	Picea_abies		
ERR1735635	SAMEA4551894	Picea_engelmannii		
ERR1735633	SAMEA4551895	Picea_engelmannii		
ERR1735634	SAMEA4551896	Picea_engelmannii		
ERR1798803	SAMEA51406168	Picea_engelmannii		
ERR1798804	SAMEA51406918	Picea_engelmannii		
ERR1798805	SAMEA51407668	Picea_engelmannii		
SRR23409737	SAMN10388286	Picea_engelmannii		
SRR23409738	SAMN10388286	Picea_engelmannii		
SRR23409739	SAMN10388286	Picea_engelmannii		
SRR23409740	SAMN10388286	Picea_engelmannii		
SRR23409741	SAMN10388286	Picea_engelmannii		
SRR23409742	SAMN10388286	Picea_engelmannii		
SRR23409743	SAMN10388286	Picea_engelmannii		
SRR23409744	SAMN10388286	Picea_engelmannii		
SRR23409745	SAMN10388286	Picea_engelmannii		
SRR23409746	SAMN10388286	Picea_engelmannii		
SRR23409747	SAMN10388286	Picea_engelmannii		
SRR23409748	SAMN10388286	Picea_engelmannii		
SRR23409749	SAMN10388286	Picea_engelmannii		
SRR23409750	SAMN10388286	Picea_engelmannii		
SRR23409751	SAMN10388286	Picea_engelmannii		
SRR23409752	SAMN10388286	Picea_engelmannii		
SRR8252816	SAMN10388286	Picea_engelmannii		
SRR8252817	SAMN10388286	Picea_engelmannii		
SRR8252818	SAMN10388286	Picea_engelmannii		
SRR8252819	SAMN10388286	Picea_engelmannii		
SRR8252820	SAMN10388286	Picea_engelmannii		
SRR8252821	SAMN10388286	Picea_engelmannii		
SRR8252822	SAMN10388286	Picea_engelmannii		
SRR8252823	SAMN10388286	Picea_engelmannii		
SRR8252824	SAMN10388286	Picea_engelmannii		
SRR8252825	SAMN10388286	Picea_engelmannii		
SRR8252826	SAMN10388286	Picea_engelmannii		
SRR8252827	SAMN10388286	Picea_engelmannii		
SRR8252828	SAMN10388286	Picea_engelmannii		
SRR8252829	SAMN10388286	Picea_engelmannii		
SRR8252830	SAMN10388286	Picea_engelmannii		
SRR8252831	SAMN10388286	Picea_engelmannii		
SRR8252832	SAMN10388286	Picea_engelmannii		
SRR8252833	SAMN10388286	Picea_engelmannii		
SRR8252834	SAMN10388286	Picea_engelmannii		
SRR8252835	SAMN10388286	Picea_engelmannii		
SRR8252836	SAMN10388286	Picea_engelmannii		
SRR8252837	SAMN10388286	Picea_engelmannii		
SRR8252838	SAMN10388286	Picea_engelmannii		
SRR8252839	SAMN10388286	Picea_engelmannii		
SRR8252840	SAMN10388286	Picea_engelmannii		
SRR8252841	SAMN10388286	Picea_engelmannii		
SRR8252842	SAMN10388286	Picea_engelmannii		
SRR8252843	SAMN10388286	Picea_engelmannii		
SRR8252844	SAMN10388286	Picea_engelmannii		
SRR8252845	SAMN10388286	Picea_engelmannii		
SRR8252846	SAMN10388286	Picea_engelmannii		
SRR8252847	SAMN10388286	Picea_engelmannii		
SRR8252848	SAMN10388286	Picea_engelmannii		
SRR8252849	SAMN10388286	Picea_engelmannii		
SRR8252850	SAMN10388286	Picea_engelmannii		
SRR8252851	SAMN10388286	Picea_engelmannii		
SRR8252852	SAMN10388286	Picea_engelmannii		
SRR8252853	SAMN10388286	Picea_engelmannii		
SRR8252854	SAMN10388286	Picea_engelmannii		
SRR8252855	SAMN10388286	Picea_engelmannii		
SRR8252856	SAMN10388286	Picea_engelmannii		
SRR8252857	SAMN10388286	Picea_engelmannii		
SRR8252858	SAMN10388286	Picea_engelmannii		
SRR8252859	SAMN10388286	Picea_engelmannii		
SRR8252860	SAMN10388286	Picea_engelmannii		
SRR8252861	SAMN10388286	Picea_engelmannii		
SRR8252862	SAMN10388286	Picea_engelmannii		
SRR8252863	SAMN10388286	Picea_engelmannii		
SRR9300370	SAMN10388286	Picea_engelmannii		
SRR9300371	SAMN10388286	Picea_engelmannii		
SRR10590695	SAMN01120252	Picea_glauca		
SRR8269351	SAMN02223065	Picea_glauca		
SRR8269352	SAMN02223065	Picea_glauca		
SRR8269353	SAMN02223065	Picea_glauca		
SRR9300372	SAMN02736787	Picea_glauca		
SRR9300373	SAMN02736787	Picea_glauca		
SRR8269348	SAMN10509853	Picea_glauca		
SRR8269349	SAMN10509853	Picea_glauca		
SRR8269350	SAMN10509853	Picea_glauca		
SRR28246376	SAMN40282023	Pinus_tabuliformis		
SRR28246374	SAMN40282024	Pinus_tabuliformis		
SRR28246373	SAMN40282025	Pinus_tabuliformis		
SRR28246372	SAMN40282026	Pinus_tabuliformis		
SRR28246371	SAMN40282027	Pinus_tabuliformis		
SRR28246370	SAMN40282028	Pinus_tabuliformis		
SRR28246369	SAMN40282029	Pinus_tabuliformis		
SRR28246368	SAMN40282030	Pinus_tabuliformis		
SRR28246239	SAMN40282031	Pinus_tabuliformis		
SRR28246238	SAMN40282032	Pinus_tabuliformis		
SRR28246237	SAMN40282033	Pinus_tabuliformis		
SRR28246235	SAMN40282034	Pinus_tabuliformis		
SRR28246234	SAMN40282035	Pinus_tabuliformis		
SRR28246233	SAMN40282036	Pinus_tabuliformis		
SRR28246232	SAMN40282037	Pinus_tabuliformis		
SRR28246231	SAMN40282038	Pinus_tabuliformis		
SRR28246230	SAMN40282039	Pinus_tabuliformis		
SRR28246229	SAMN40282040	Pinus_tabuliformis		
SRR28246228	SAMN40282041	Pinus_tabuliformis		
SRR28246227	SAMN40282042	Pinus_tabuliformis		
SRR28246226	SAMN40282043	Pinus_tabuliformis		
SRR28246223	SAMN40282044	Pinus_tabuliformis		
SRR28246222	SAMN40282045	Pinus_tabuliformis		
SRR28246221	SAMN40282046	Pinus_tabuliformis		
SRR28246220	SAMN40282047	Pinus_tabuliformis		
SRR28246219	SAMN40282048	Pinus_tabuliformis		
SRR28246218	SAMN40282049	Pinus_tabuliformis		
SRR28246217	SAMN40282050	Pinus_tabuliformis		
SRR28246216	SAMN40282051	Pinus_tabuliformis		
SRR28246215	SAMN40282052	Pinus_tabuliformis		
SRR28246214	SAMN40282053	Pinus_tabuliformis		
SRR28246212	SAMN40282054	Pinus_tabuliformis		
SRR28246211	SAMN40282055	Pinus_tabuliformis		
SRR28246210	SAMN40282056	Pinus_tabuliformis		
SRR28246209	SAMN40282057	Pinus_tabuliformis		
SRR28246208	SAMN40282058	Pinus_tabuliformis		
SRR28246610	SAMN40282059	Pinus_tabuliformis		
SRR28246609	SAMN40282060	Pinus_tabuliformis		
SRR28246608	SAMN40282061	Pinus_tabuliformis		
SRR28246607	SAMN40282062	Pinus_tabuliformis		
SRR28246606	SAMN40282063	Pinus_tabuliformis		
SRR28246604	SAMN40282064	Pinus_tabuliformis		
SRR28246603	SAMN40282065	Pinus_tabuliformis		
SRR28246602	SAMN40282066	Pinus_tabuliformis		
SRR28246601	SAMN40282067	Pinus_tabuliformis		
SRR28246600	SAMN40282068	Pinus_tabuliformis		
SRR28246599	SAMN40282069	Pinus_tabuliformis		
SRR28246598	SAMN40282070	Pinus_tabuliformis		
SRR30805291	SAMN43935041	Pinus_tabuliformis		
SRR1049900	SAMN02444024	Pinus_taeda		
SRR1051006	SAMN02444024	Pinus_taeda		
SRR1051007	SAMN02444024	Pinus_taeda		
SRR7890512	SAMN10103367	Pinus_taeda		
SRR7890508	SAMN10103371	Pinus_taeda		
SRR7890517	SAMN10103372	Pinus_taeda		
SRR15315684	SAMN19647739	Pistacia_atlantica		
SRR15315683	SAMN19647740	Pistacia_atlantica		
SRR15315676	SAMN19647741	Pistacia_atlantica		
SRR15315675	SAMN19647742	Pistacia_atlantica		
SRR15315674	SAMN19647743	Pistacia_atlantica		
SRR15315680	SAMN19647744	Pistacia_atlantica		
SRR15315673	SAMN19647745	Pistacia_atlantica		
SRR15315672	SAMN19647746	Pistacia_atlantica		
SRR15315677	SAMN19647747	Pistacia_atlantica		
SRR15315678	SAMN19647752	Pistacia_atlantica		
SRR4453367	SAMN05944579	Pistacia_vera		
SRR8772727	SAMN11242249	Pistacia_vera		
SRR8772765	SAMN11242250	Pistacia_vera		
SRR8772797	SAMN11242251	Pistacia_vera		
SRR8772728	SAMN11242252	Pistacia_vera		
SRR8772733	SAMN11242253	Pistacia_vera		
SRR8772730	SAMN11242254	Pistacia_vera		
SRR8772722	SAMN11242255	Pistacia_vera		
SRR8772824	SAMN11242256	Pistacia_vera		
SRR8772709	SAMN11242257	Pistacia_vera		
SRR8772705	SAMN11242258	Pistacia_vera		
SRR8772785	SAMN11242259	Pistacia_vera		
SRR8772784	SAMN11242260	Pistacia_vera		
SRR8772783	SAMN11242261	Pistacia_vera		
SRR8772782	SAMN11242262	Pistacia_vera		
SRR8772789	SAMN11242263	Pistacia_vera		
SRR8772788	SAMN11242264	Pistacia_vera		
SRR8772787	SAMN11242265	Pistacia_vera		
SRR8772786	SAMN11242266	Pistacia_vera		
SRR8772791	SAMN11242267	Pistacia_vera		
SRR8772790	SAMN11242268	Pistacia_vera		
SRR8772689	SAMN11242269	Pistacia_vera		
SRR8772690	SAMN11242270	Pistacia_vera		
SRR8772687	SAMN11242271	Pistacia_vera		
SRR8772688	SAMN11242272	Pistacia_vera		
SRR8772693	SAMN11242273	Pistacia_vera		
SRR8772694	SAMN11242274	Pistacia_vera		
SRR8772691	SAMN11242275	Pistacia_vera		
SRR8772692	SAMN11242276	Pistacia_vera		
SRR8772685	SAMN11242277	Pistacia_vera		
SRR8772686	SAMN11242278	Pistacia_vera		
SRR8772826	SAMN11242279	Pistacia_vera		
SRR8772825	SAMN11242280	Pistacia_vera		
SRR8772828	SAMN11242281	Pistacia_vera		
SRR8772827	SAMN11242282	Pistacia_vera		
SRR8772830	SAMN11242283	Pistacia_vera		
SRR8772829	SAMN11242284	Pistacia_vera		
SRR8772832	SAMN11242285	Pistacia_vera		
SRR8772831	SAMN11242286	Pistacia_vera		
SRR8772823	SAMN11242287	Pistacia_vera		
SRR8772822	SAMN11242288	Pistacia_vera		
SRR8772734	SAMN11242289	Pistacia_vera		
SRR8772735	SAMN11242290	Pistacia_vera		
SRR8772736	SAMN11242291	Pistacia_vera		
SRR8772737	SAMN11242292	Pistacia_vera		
SRR8772738	SAMN11242293	Pistacia_vera		
SRR8772739	SAMN11242294	Pistacia_vera		
SRR8772740	SAMN11242295	Pistacia_vera		
SRR8772741	SAMN11242296	Pistacia_vera		
SRR8772731	SAMN11242297	Pistacia_vera		
SRR8772732	SAMN11242298	Pistacia_vera		
SRR8772719	SAMN11242299	Pistacia_vera		
SRR8772718	SAMN11242300	Pistacia_vera		
SRR8772717	SAMN11242301	Pistacia_vera		
SRR8772716	SAMN11242302	Pistacia_vera		
SRR8772715	SAMN11242303	Pistacia_vera		
SRR8772714	SAMN11242304	Pistacia_vera		
SRR8772713	SAMN11242305	Pistacia_vera		
SRR8772712	SAMN11242306	Pistacia_vera		
SRR8772711	SAMN11242307	Pistacia_vera		
SRR8772710	SAMN11242308	Pistacia_vera		
SRR8772768	SAMN11242309	Pistacia_vera		
SRR8772769	SAMN11242310	Pistacia_vera		
SRR8772766	SAMN11242311	Pistacia_vera		
SRR8772767	SAMN11242312	Pistacia_vera		
SRR8772764	SAMN11242313	Pistacia_vera		
SRR8772816	SAMN11242314	Pistacia_vera		
SRR8772762	SAMN11242315	Pistacia_vera		
SRR8772763	SAMN11242316	Pistacia_vera		
SRR8772770	SAMN11242317	Pistacia_vera		
SRR8772771	SAMN11242318	Pistacia_vera		
SRR8772747	SAMN11242319	Pistacia_vera		
SRR8772746	SAMN11242320	Pistacia_vera		
SRR8772749	SAMN11242321	Pistacia_vera		
SRR8772748	SAMN11242322	Pistacia_vera		
SRR8772743	SAMN11242323	Pistacia_vera		
SRR8772742	SAMN11242324	Pistacia_vera		
SRR8772745	SAMN11242325	Pistacia_vera		
SRR8772744	SAMN11242326	Pistacia_vera		
SRR8772751	SAMN11242327	Pistacia_vera		
SRR8772750	SAMN11242328	Pistacia_vera		
SRR8772847	SAMN11242329	Pistacia_vera		
SRR8772848	SAMN11242330	Pistacia_vera		
SRR8772849	SAMN11242331	Pistacia_vera		
SRR8772706	SAMN11242332	Pistacia_vera		
SRR8772843	SAMN11242333	Pistacia_vera		
SRR8772844	SAMN11242334	Pistacia_vera		
SRR8772845	SAMN11242335	Pistacia_vera		
SRR8772846	SAMN11242336	Pistacia_vera		
SRR8772707	SAMN11242337	Pistacia_vera		
SRR8772708	SAMN11242338	Pistacia_vera		
SRR8772817	SAMN11242339	Pistacia_vera		
SRR8772720	SAMN11242340	Pistacia_vera		
SRR8772815	SAMN11242341	Pistacia_vera		
SRR8772792	SAMN11242377	Pistacia_vera		
SRR8772793	SAMN11242378	Pistacia_vera		
SRR8772809	SAMN11242379	Pistacia_vera		
SRR8772808	SAMN11242380	Pistacia_vera		
SRR8772807	SAMN11242381	Pistacia_vera		
SRR8772806	SAMN11242382	Pistacia_vera		
SRR8772805	SAMN11242383	Pistacia_vera		
SRR8772804	SAMN11242384	Pistacia_vera		
SRR8772803	SAMN11242385	Pistacia_vera		
SRR8772802	SAMN11242386	Pistacia_vera		
SRR8772811	SAMN11242387	Pistacia_vera		
SRR8772810	SAMN11242388	Pistacia_vera		
SRR8772760	SAMN11242389	Pistacia_vera		
SRR8772761	SAMN11242390	Pistacia_vera		
SRR8772725	SAMN11242403	Pistacia_vera		
SRR15069850	SAMN20054075	Plantago_major		
SRR25033257	SAMN35994512	Plantago_major		
SRR616209	SAMN01803593	Populus_euphratica		
SRR616210	SAMN01803593	Populus_euphratica		
SRR616211	SAMN01803593	Populus_euphratica		
SRR616212	SAMN01803593	Populus_euphratica		
SRR616217	SAMN01803593	Populus_euphratica		
SRR616224	SAMN01803593	Populus_euphratica		
SRR616225	SAMN01803593	Populus_euphratica		
SRR616226	SAMN01803593	Populus_euphratica		
SRR616227	SAMN01803593	Populus_euphratica		
SRR616228	SAMN01803593	Populus_euphratica		
SRR616229	SAMN01803593	Populus_euphratica		
SRR616230	SAMN01803593	Populus_euphratica		
SRR616231	SAMN01803593	Populus_euphratica		
SRR616237	SAMN01803593	Populus_euphratica		
SRR616238	SAMN01803593	Populus_euphratica		
SRR616239	SAMN01803593	Populus_euphratica		
SRR616243	SAMN01803593	Populus_euphratica		
SRR653433	SAMN01885652	Populus_euphratica		
SRR653434	SAMN01885652	Populus_euphratica		
SRR653435	SAMN01885652	Populus_euphratica		
SRR822942	SAMN01885652	Populus_euphratica		
SRR822950	SAMN01885652	Populus_euphratica		
SRR5712968	SAMN06651011	Populus_euphratica		
SRR5712969	SAMN06651012	Populus_euphratica		
SRR5712970	SAMN06651013	Populus_euphratica		
SRR5712971	SAMN06651014	Populus_euphratica		
SRR5712972	SAMN06651015	Populus_euphratica		
SRR5712973	SAMN06651016	Populus_euphratica		
SRR5712974	SAMN06651017	Populus_euphratica		
SRR5712975	SAMN06651018	Populus_euphratica		
SRR5712976	SAMN06651019	Populus_euphratica		
SRR5712977	SAMN06651020	Populus_euphratica		
SRR5713002	SAMN06651021	Populus_euphratica		
SRR5713003	SAMN06651022	Populus_euphratica		
SRR5713004	SAMN06651023	Populus_euphratica		
SRR5713005	SAMN06651024	Populus_euphratica		
SRR5712998	SAMN06651025	Populus_euphratica		
SRR5712999	SAMN06651026	Populus_euphratica		
SRR5713000	SAMN06651027	Populus_euphratica		
SRR5713001	SAMN06651028	Populus_euphratica		
SRR5713006	SAMN06651029	Populus_euphratica		
SRR5713007	SAMN06651030	Populus_euphratica		
SRR5713019	SAMN06651031	Populus_euphratica		
SRR5713018	SAMN06651032	Populus_euphratica		
SRR5713021	SAMN06651033	Populus_euphratica		
SRR5713020	SAMN06651034	Populus_euphratica		
SRR5713023	SAMN06651035	Populus_euphratica		
SRR5713022	SAMN06651036	Populus_euphratica		
SRR5713025	SAMN06651037	Populus_euphratica		
SRR5713024	SAMN06651038	Populus_euphratica		
SRR5713027	SAMN06651039	Populus_euphratica		
SRR5713026	SAMN06651040	Populus_euphratica		
SRR5713050	SAMN06651041	Populus_euphratica		
SRR5713051	SAMN06651042	Populus_euphratica		
SRR5713048	SAMN06651043	Populus_euphratica		
SRR5713049	SAMN06651044	Populus_euphratica		
SRR5713054	SAMN06651045	Populus_euphratica		
SRR5713055	SAMN06651046	Populus_euphratica		
SRR5713052	SAMN06651047	Populus_euphratica		
SRR5713053	SAMN06651048	Populus_euphratica		
SRR5713056	SAMN06651049	Populus_euphratica		
SRR5713057	SAMN06651050	Populus_euphratica		
SRR5713035	SAMN06651051	Populus_euphratica		
SRR5713034	SAMN06651052	Populus_euphratica		
SRR5713033	SAMN06651053	Populus_euphratica		
SRR5713032	SAMN06651054	Populus_euphratica		
SRR5713031	SAMN06651055	Populus_euphratica		
SRR5713030	SAMN06651056	Populus_euphratica		
SRR5713029	SAMN06651057	Populus_euphratica		
SRR5713028	SAMN06651058	Populus_euphratica		
SRR5713037	SAMN06651059	Populus_euphratica		
SRR5713036	SAMN06651060	Populus_euphratica		
SRR5713058	SAMN06651061	Populus_euphratica		
SRR5713059	SAMN06651062	Populus_euphratica		
SRR5713060	SAMN06651063	Populus_euphratica		
SRR5713061	SAMN06651064	Populus_euphratica		
SRR5713062	SAMN06651065	Populus_euphratica		
SRR5713063	SAMN06651066	Populus_euphratica		
SRR5713064	SAMN06651067	Populus_euphratica		
SRR5713065	SAMN06651068	Populus_euphratica		
SRR5713066	SAMN06651069	Populus_euphratica		
SRR5713067	SAMN06651070	Populus_euphratica		
SRR5712954	SAMN06651072	Populus_euphratica		
SRR5712957	SAMN06651073	Populus_euphratica		
SRR5712956	SAMN06651074	Populus_euphratica		
SRR5712951	SAMN06651075	Populus_euphratica		
SRR5712950	SAMN06651076	Populus_euphratica		
SRR5712953	SAMN06651077	Populus_euphratica		
SRR5712952	SAMN06651078	Populus_euphratica		
SRR5712949	SAMN06651079	Populus_euphratica		
SRR5712948	SAMN06651080	Populus_euphratica		
SRR5712986	SAMN06651081	Populus_euphratica		
SRR5712987	SAMN06651082	Populus_euphratica		
SRR5712984	SAMN06651083	Populus_euphratica		
SRR5712985	SAMN06651084	Populus_euphratica		
SRR5712982	SAMN06651085	Populus_euphratica		
SRR5712983	SAMN06651086	Populus_euphratica		
SRR5712980	SAMN06651087	Populus_euphratica		
SRR5712981	SAMN06651088	Populus_euphratica		
SRR5712978	SAMN06651089	Populus_euphratica		
SRR5712979	SAMN06651090	Populus_euphratica		
SRR5712961	SAMN06651091	Populus_euphratica		
SRR5712960	SAMN06651092	Populus_euphratica		
SRR5712959	SAMN06651093	Populus_euphratica		
SRR5712958	SAMN06651094	Populus_euphratica		
SRR5712965	SAMN06651095	Populus_euphratica		
SRR5712964	SAMN06651096	Populus_euphratica		
SRR5712963	SAMN06651097	Populus_euphratica		
SRR5712962	SAMN06651098	Populus_euphratica		
SRR5712967	SAMN06651099	Populus_euphratica		
SRR5712966	SAMN06651100	Populus_euphratica		
SRR5712994	SAMN06651101	Populus_euphratica		
SRR5712995	SAMN06651102	Populus_euphratica		
SRR5712996	SAMN06651103	Populus_euphratica		
SRR5712997	SAMN06651104	Populus_euphratica		
SRR5712990	SAMN06651105	Populus_euphratica		
SRR5712991	SAMN06651106	Populus_euphratica		
SRR5712992	SAMN06651107	Populus_euphratica		
SRR5712993	SAMN06651108	Populus_euphratica		
SRR5712988	SAMN06651109	Populus_euphratica		
SRR5712989	SAMN06651110	Populus_euphratica		
SRR5713041	SAMN06651111	Populus_euphratica		
SRR5713040	SAMN06651112	Populus_euphratica		
SRR5713039	SAMN06651113	Populus_euphratica		
SRR5713038	SAMN06651114	Populus_euphratica		
SRR5713045	SAMN06651115	Populus_euphratica		
SRR5713044	SAMN06651116	Populus_euphratica		
SRR5713043	SAMN06651117	Populus_euphratica		
SRR5713042	SAMN06651118	Populus_euphratica		
SRR5713047	SAMN06651119	Populus_euphratica		
SRR5713046	SAMN06651120	Populus_euphratica		
SRR5713012	SAMN06651121	Populus_euphratica		
SRR5713013	SAMN06651122	Populus_euphratica		
SRR5713014	SAMN06651123	Populus_euphratica		
SRR5713015	SAMN06651124	Populus_euphratica		
SRR5713008	SAMN06651125	Populus_euphratica		
SRR5713009	SAMN06651126	Populus_euphratica		
SRR5713010	SAMN06651127	Populus_euphratica		
SRR5713011	SAMN06651128	Populus_euphratica		
SRR5713016	SAMN06651129	Populus_euphratica		
SRR5713017	SAMN06651130	Populus_euphratica		
SRR5713069	SAMN06651131	Populus_euphratica		
SRR5713068	SAMN06651132	Populus_euphratica		
SRR13324572	SAMN17141146	Populus_euphratica		
SRR7415655	SAMN09228062	Populus_ilicifolia		
SRR7415656	SAMN09228063	Populus_ilicifolia		
SRR7415653	SAMN09228064	Populus_ilicifolia		
SRR7415654	SAMN09228065	Populus_ilicifolia		
SRR7415659	SAMN09228066	Populus_ilicifolia		
SRR7415660	SAMN09228067	Populus_ilicifolia		
SRR7415657	SAMN09228068	Populus_ilicifolia		
SRR7415658	SAMN09228069	Populus_ilicifolia		
SRR7415661	SAMN09228070	Populus_ilicifolia		
SRR7415662	SAMN09228071	Populus_ilicifolia		
SRR7415665	SAMN09228072	Populus_ilicifolia		
SRR7415666	SAMN09228073	Populus_ilicifolia		
SRR7415663	SAMN09228074	Populus_ilicifolia		
SRR7415664	SAMN09228075	Populus_ilicifolia		
SRR7415669	SAMN09228076	Populus_ilicifolia		
SRR7415670	SAMN09228077	Populus_ilicifolia		
SRR7415667	SAMN09228078	Populus_ilicifolia		
SRR7415668	SAMN09228079	Populus_ilicifolia		
SRR7415671	SAMN09228080	Populus_ilicifolia		
SRR7286080	SAMN09388354	Populus_ilicifolia		
SRR7286079	SAMN09388355	Populus_ilicifolia		
SRR7286078	SAMN09388356	Populus_ilicifolia		
SRR7286077	SAMN09388357	Populus_ilicifolia		
