"phylo_name","Avg_Val_het","Avg_Val_pi","populationEstimate","IUCN_ExtentOfOccurrence_km2","genome_size","Assembly Stats Contig N50","Assembly Stats Scaffold N50","height_clean","diaspore_seed_length","bioclim_BIO1_weighted_bioclim.x","bioclim_BIO2_weighted_bioclim.x","bioclim_BIO3_weighted_bioclim.x","bioclim_BIO4_weighted_bioclim.x","bioclim_BIO5_weighted_bioclim.x","bioclim_BIO6_weighted_bioclim.x","bioclim_BIO7_weighted_bioclim.x","bioclim_BIO8_weighted_bioclim.x","bioclim_BIO9_weighted_bioclim.x","bioclim_BIO10_weighted_bioclim.x","bioclim_BIO11_weighted_bioclim.x","bioclim_BIO12_weighted_bioclim.x","bioclim_BIO13_weighted_bioclim.x","bioclim_BIO14_weighted_bioclim.x","bioclim_BIO15_weighted_bioclim.x","bioclim_BIO16_weighted_bioclim.x","bioclim_BIO17_weighted_bioclim.x","bioclim_BIO18_weighted_bioclim.x","bioclim_BIO19_weighted_bioclim.x","ssd_wood_density","centroid_x","centroid_y","scientificName","redlistCategory","redlistCriteria","realm","scopes","IUCN_AreaOfOccupancy_km2","IUCN_PopulationTrend","IUCN_HabitatSystems","status","extracted_criteria","broad_code","sexual_reproduction","diaspore_seed_type","diaspore_dispersal_type","diaspore_accessory_type","pollination_self_compat","pollination_mating_mode","pollination_vector","seed_traits_clade","seed_traits_sex","life_strat_clean","final_area_km2","area_source","centroid_method","cleaned_lifecycle","true_area_km2","log10_area","Climate_PC1","iucn_bin","abs_lat","area_numeric","phylo_binomial","join_key","ssd_new","ssd_merged","ssd_source","PC1_kj","PC2_kj","PC3_kj","PC1","PC2","BIOME","ECO_NAME","biome_name","biome_group"
"Glycine_latifolia",0.00065796675,0.00342861,NA,NA,939492075,53370,34602301,NA,NA,17.0744641092601,12.7559068223738,48.9831977040605,496.690639606295,29.851713683423,3.81164172525447,26.0400719906019,21.9445206467505,12.3931330500601,22.9080590011631,10.6361837049388,767.813104785646,108.167352742493,35.192690532462,36.7344339114891,286.009764379604,121.344815619329,276.778552685472,130.918435060198,NA,150.025297791682,-29.6405649836522,"Glycine latifolia","Least Concern",NA,"Australasian","Global",NA,"Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO","native_plus_maxent",NA,NA,NA,-0.866459069797303,0,29.6405649836522,NA,"Glycine_latifolia","Glycine latifolia",NA,NA,"missing",-0.687344660626079,0.403632918056285,-0.42689689600857,-0.687344660626079,0.403632918056285,8,"Southeast Australia temperate savanna","Temperate Grasslands","Temperate"
"Gnetum_montanum",0.00566782,NA,NA,3439400,2147717938,45585,495720,10,NA,19.4889789624697,9.16724569326033,44.2947521982888,446.932884937991,29.5626958036799,7.41500646569075,22.1476893609095,23.0984466385712,14.4220855326627,24.4534841368383,13.5675621603568,1670.86617312598,337.42521029109,16.0806921610387,81.0580050816675,897.892882029396,67.3841163420325,635.934675282267,115.185179633858,NA,103.115991915312,22.0622911210116,"Gnetum montanum","Least Concern",NA,"Indomalayan","Global","179200","Decreasing","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3439400,"EOO","native_plus_maxent","Perennial",3.4394,6.5364826869272,0.420507264991633,0,22.0622911210116,3439400,"Gnetum_montanum","Gnetum montanum",NA,NA,"missing",2.1537393331642,-1.12774665888209,2.2633973452459,2.1537393331642,-1.12774665888209,1,"Northern Indochina subtropical forests","Tropical Moist Broadleaf","Tropical"
"Gossypium_anomalum",0.00222793571666667,0.001294666,NA,19397654,1202738338,19802926,98351605,NA,4,21.0241093348064,13.5610155348905,62.9985005570407,285.998600542119,30.886155302588,9.16463786922381,21.721517445929,23.5602419452456,17.3338728100753,23.9280455805451,17.0686872021445,286.306016875852,75.4904548941629,0.184366863897623,112.883043320033,188.890468841249,1.50937175834846,122.60184013998,1.95237152337808,NA,15.2012866337608,-19.5690849426238,"Gossypium anomalum","Near Threatened","B2b(iii)","Afrotropical","Global","548","Unknown","Terrestrial","NT","B2","B",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",19397654,"EOO","native_plus_maxent","Perennial",19.397654,7.28774920846304,2.82125912880329,1,19.5690849426238,19397654,"Gossypium_anomalum","Gossypium anomalum",NA,NA,"missing",0.510098334610226,4.17339177842034,0.431110923336873,0.510098334610226,4.17339177842034,13,"Namibian savanna woodlands","Deserts & Xeric Shrublands","Arid"
"Gossypium_aridum",0.0031610006,NA,NA,671187,739119247,2287,42243713,NA,7.3,22.8874840349424,14.7916687604515,64.3049199099792,284.419549151901,34.1159412895747,10.6968725490745,23.41906874343,25.4396081411895,21.82861786099,26.1417144583134,19.2698835603147,871.441602712317,213.6736546989,4.87625715011411,107.332976700458,556.426296731577,21.6653422819039,368.868172415657,57.9369014211767,NA,-102.910933615549,21.3276050559313,"Gossypium aridum","Vulnerable","B2ab(i,ii,iii,iv,v)","Nearctic|Neotropical","Global","588","Decreasing","Terrestrial","VU","B2","B",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",671187,"EOO","native_plus_maxent","Perennial",0.671187,5.82684353619529,2.19649405078188,1,21.3276050559313,671187,"Gossypium_aridum","Gossypium aridum",NA,NA,"missing",2.47003738072518,2.97636712414538,1.521262003945,2.47003738072518,2.97636712414538,3,"Sierra Madre Occidental pine-oak forests","Tropical Coniferous","Tropical"
"Gossypium_armourianum",0.006616235,NA,200,224,780950899,704,45725318,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gossypium armourianum","Critically Endangered","C2a(i)","Nearctic","Global","28","Unknown","Terrestrial","CR","C2","C",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",224,"EOO",NA,"Perennial",0.000224,2.35024801833416,NA,1,NA,224,"Gossypium_armourianum","Gossypium armourianum",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gossypium_davidsonii",0.0004569935,NA,2000,96522,704223819,5564,38541894,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gossypium davidsonii","Vulnerable","B2ab(i,ii,iii,v)","Nearctic","Global","216","Decreasing","Terrestrial","VU","B2","B",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",96522,"EOO",NA,"Perennial",0.096522,4.98462631220033,NA,1,NA,96522,"Gossypium_davidsonii","Gossypium davidsonii",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gossypium_gossypioides",0.000336074,NA,1000,14994,664724314,3979,32963687,NA,5,21.2591704246788,13.7405976970603,69.8291695377136,155.643282004884,31.0336719387482,11.2786880178296,19.754984084553,21.9895757717368,20.0966857545213,23.1528526772953,19.2717518883795,929.766500544797,195.679818173209,8.7351676130265,97.757219241213,530.123440884133,31.5127927857005,268.08356784399,46.4900109641715,NA,-97.8263581179129,17.7688203120921,"Gossypium gossypioides","Vulnerable","B1ab(iii,v); C2a(i)","Neotropical","Global",NA,"Decreasing","Terrestrial","VU","B1; C2","B; C",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",14994,"EOO","native_plus_maxent","Perennial",0.014994,4.17591750651009,1.93619461558778,1,17.7688203120921,14994,"Gossypium_gossypioides","Gossypium gossypioides",NA,NA,"missing",2.05613117380722,2.62049192260148,0.29358610313811,2.05613117380722,2.62049192260148,2,"Balsas dry forests","Tropical Dry Broadleaf","Tropical"
"Gossypium_harknessii",0.00149591,NA,2000,25372,732154658,2811,43316934,NA,6.6,21.49416398881,14.7038844403799,55.7973382794055,457.882923147325,34.8100129790902,8.45227555592401,26.3577373910415,24.5422802068644,21.7423077852554,27.3847529471626,16.1965503449942,238.012134376194,63.585708387489,0.671522738348508,94.6183311741108,151.08633036221,4.29689705985011,130.130173891756,49.5920719985291,NA,-111.753885936153,26.7115535587203,"Gossypium harknessii","Endangered","B2ab(i,ii,iii,iv,v)","Nearctic","Global","264","Decreasing","Terrestrial","EN","B2","B",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",25372,"EOO","native_plus_maxent","Perennial",0.025372,4.40435470272543,2.56382177815593,1,26.7115535587203,25372,"Gossypium_harknessii","Gossypium harknessii",NA,NA,"missing",0.45709463308809,4.38912504466806,0.854376042945417,0.45709463308809,4.38912504466806,13,"Gulf of California xeric scrub","Deserts & Xeric Shrublands","Arid"
"Gossypium_klotzschianum",0.000235604415,NA,NA,1198.4,670958353,3703,37498816,NA,4,23.503070022013,8.68131591370341,64.9556196944842,159.101665228991,30.330746613523,16.9818275229944,13.3489190905286,25.4415124511983,21.8505571576897,25.5623493705205,21.6392769252078,334.750739354135,66.3838477594803,5.62592736240071,84.7916696605918,184.414238590164,20.0754555742306,182.472179736611,21.2762384137486,NA,-90.5337275393004,-0.561387729173839,"Gossypium klotzschianum","Near Threatened","B1a+2a","Neotropical","Global","36","Stable","Terrestrial","NT","B1","B",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",1198.4,"EOO","native_plus_maxent","Perennial",0.0011984,3.07860180035539,2.04722426028129,1,0.561387729173839,1198.4,"Gossypium_klotzschianum","Gossypium klotzschianum",NA,NA,"missing",1.87198148309573,3.13930342446699,-0.362935177999423,1.87198148309573,3.13930342446699,NA,NA,NA,NA
"Gossypium_lobatum",0.00552249666666667,NA,400,2640,744535494,2398,41563985,NA,10,22.8204999929919,14.9860985767477,69.29603872088,160.218776590696,33.4974903453361,11.7878362673778,21.7096544761431,23.4887971250946,22.4703058484219,24.753962335292,20.7334748434417,942.24722482907,216.638817743518,3.86619794430112,110.274410746426,600.383186615151,15.6339962771071,235.274188856051,35.7952162980978,NA,-101.933119700843,18.9848684833231,"Gossypium lobatum","Endangered","A4ac; B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(i)","Neotropical","Global","24","Decreasing","Terrestrial","EN","A4; B1; C2","A; B; C",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",2640,"EOO","native_plus_maxent","Perennial",0.00264,3.42160392686983,2.54655852443111,1,18.9848684833231,2640,"Gossypium_lobatum","Gossypium lobatum",NA,NA,"missing",2.62641727237156,3.31967249802118,0.923553135173464,2.62641727237156,3.31967249802118,2,"Balsas dry forests","Tropical Dry Broadleaf","Tropical"
"Gossypium_longicalyx",5.76995e-05,NA,NA,5840,1198547475,20138000,95944508,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4849301615011,7.80773381156206,"Gossypium longicalyx","Vulnerable","D2","Afrotropical|Nearctic","Global","24","Unknown","Terrestrial","VU","D2","D",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",5840,"EOO","native_only","Perennial",0.00584,3.7664128471124,NA,1,7.80773381156206,5840,"Gossypium_longicalyx","Gossypium longicalyx",NA,NA,"missing",NA,NA,NA,NA,NA,9,"Saharan flooded grasslands","Flooded Grasslands","Temperate"
"Gossypium_mustelinum",0.000350346035087719,0.003654558,3000,183650,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gossypium mustelinum","Endangered","B2ab(i,ii,iii,iv,v)","Neotropical","Global","92","Decreasing","Terrestrial","EN","B2","B",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",NA,NA,NA,"Perennial",NA,NA,NA,1,NA,NA,"Gossypium_mustelinum","Gossypium mustelinum",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gossypium_raimondii",0.00246139421212121,NA,NA,2200,734884094,6291832,58819159,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.3270755235059,-9.07114657077468,"Gossypium raimondii","Endangered","B1ab(iii,iv,v)","Neotropical","Global",NA,"Unknown","Terrestrial","EN","B1","B",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",2200,"EOO","native_only","Perennial",0.0022,3.34242268082221,NA,1,9.07114657077468,2200,"Gossypium_raimondii","Gossypium raimondii",NA,NA,"missing",NA,NA,NA,NA,NA,1,"Iquitos varzeá","Tropical Moist Broadleaf","Tropical"
"Gossypium_schwendimanii",0.00160681,NA,300,394,729428757,4935,38315909,NA,NA,24.631353535369,14.6376464145008,73.805865648019,124.936983852988,34.468999612806,14.5181078472827,19.950891787258,25.1683446508681,24.1254287136932,26.1770993467617,23.041577353418,833.564756863356,198.270635529084,1.97441043008907,113.784395168934,553.056561531458,8.10042859927965,274.894359582278,28.2712203642624,NA,-101.881121049319,18.682215541074,"Gossypium schwendimanii","Endangered","A4ac; B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(i)","Neotropical","Global","36","Decreasing","Terrestrial","EN","A4; B1; C2","A; B; C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,"EOO","native_plus_maxent",NA,0.000394,2.59549622182557,2.71207365471196,1,18.682215541074,394,"Gossypium_schwendimanii","Gossypium schwendimanii",NA,NA,"missing",3.23445929462837,3.74246485487779,0.996315009031857,3.23445929462837,3.74246485487779,2,"Balsas dry forests","Tropical Dry Broadleaf","Tropical"
"Gossypium_thurberi",0.00131433955,NA,5000,182411.5,582006748,6033,40416325,NA,3.3,18.1799506082607,17.0503681868907,49.7181935231055,676.893613840918,35.9059735545893,1.58480916917277,34.3211641891474,25.5083240634184,20.3358820354841,26.538601502116,10.1407544042089,450.018986373266,100.839748739277,5.2930827586734,76.5593168920105,235.269335025176,28.1283732070424,200.420179824331,102.733644270547,NA,-110.622960941522,31.5836275664507,"Gossypium thurberi","Endangered","B2ab(i,ii,iii)","Nearctic","Global","352","Decreasing","Terrestrial","EN","B2","B",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",182411.5,"EOO","native_plus_maxent","Perennial",0.1824115,5.26105221463442,1.76584874301255,1,31.5836275664507,182411.5,"Gossypium_thurberi","Gossypium thurberi",NA,NA,"missing",-0.547035058231551,3.50288254002119,1.41050243136719,-0.547035058231551,3.50288254002119,13,"Chihuahuan desert","Deserts & Xeric Shrublands","Arid"
"Gossypium_trilobum",0.001758939,NA,50,143,655376848,3931,35740580,NA,4,19.7583936388213,15.4854724289668,60.4540144779923,368.770678797822,32.4957997283427,6.32667819472918,26.169121528334,22.8150833198684,18.2601629537604,24.0368066126306,15.0593842734047,722.548716705227,164.449144405827,7.00644172801011,93.6555096902952,429.410299515431,28.9505823641747,289.024017025101,59.4764419678967,NA,-103.543253306315,23.4732835060456,"Gossypium trilobum","Endangered","B1ab(ii,iii,v)+2ab(ii,iii,v); D","Neotropical","Global","40","Decreasing","Terrestrial","EN","B1","B; D",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",143,"EOO","native_plus_maxent","Perennial",0.000143,2.15533603746506,1.83910239052158,1,23.4732835060456,143,"Gossypium_trilobum","Gossypium trilobum",NA,NA,"missing",0.825395635019245,2.89659911196371,0.949632017447464,0.825395635019245,2.89659911196371,3,"Sierra Madre Occidental pine-oak forests","Tropical Coniferous","Tropical"
"Gossypium_turneri",0.00137328055555556,0.008073386,50,20,846438418,18145,31132448,NA,3.8,22.5519207829361,15.3350546223559,52.0930207119961,584.359260176952,36.7923358048304,7.35681132073604,29.4355240362711,29.5501480227334,23.7730766405428,29.8785037054919,15.6151024236628,202.649544666601,58.7321809001612,0.746199397609482,101.412271578311,132.104645578535,3.13467321231091,129.75409377604,40.574048782921,NA,-111.283290265683,27.7335926653715,"Gossypium turneri","Critically Endangered","B1ab(i,ii,iii,v); C2a(i)","Nearctic","Global","24","Decreasing","Terrestrial","CR","B1; C2","B; C",NA,"seed","wind","none","self compatible","mixed","insect, wind","Angiosperm","hermaphrodite","perennial",20,"EOO","native_plus_maxent","Perennial",2e-05,1.30102999566398,2.75977560435602,1,27.7335926653715,20,"Gossypium_turneri","Gossypium turneri",NA,NA,"missing",0.647403056236969,4.7233360626993,1.71415251124351,0.647403056236969,4.7233360626993,NA,NA,NA,NA
"Hakea_prostrata",0.00530975,NA,NA,NA,712398667,1180684,65037154,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hakea prostrata","Least Concern",NA,"Australasian","Global",NA,"Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO",NA,"Perennial",NA,NA,NA,0,NA,NA,"Hakea_prostrata","Hakea prostrata",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hamamelis_virginiana",0.00358878,NA,NA,NA,902548581,13625,176969,4.697058065,NA,11.732402143739,11.7525673972123,33.4916011701402,883.824462723415,29.3772421771768,-6.21307896851617,35.5903211534725,16.3574353802142,5.99045335870907,22.3074595193613,0.502053697543433,1135.49123504229,125.198243358171,63.9746228169773,20.9450310308492,347.401750477445,216.932214464157,312.860471303097,249.725335086939,0.57333333325,-83.2533170341553,38.4950063776389,"Hamamelis virginiana","Least Concern",NA,"Nearctic","Global",NA,"Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO","native_plus_maxent","Perennial",NA,NA,-2.9297063684939,0,38.4950063776389,NA,"Hamamelis_virginiana","Hamamelis virginiana",NA,0.57333333325,"original_only",-2.75615206096732,-2.3097064313265,-0.327493475352047,-2.75615206096732,-2.3097064313265,4,"Appalachian mixed mesophytic forests","Temperate Broadleaf & Mixed","Temperate"
"Handroanthus_guayacan",0.00379227,NA,NA,11108182,339723547,12476,795029,8.684171753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791847161647059,NA,NA,"Handroanthus guayacan","Least Concern",NA,"Neotropical","Global","2332","Unknown","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11108182,"EOO",NA,"Perennial",11.108182,7.04564298675595,NA,0,NA,11108182,"Handroanthus_guayacan","Handroanthus guayacan",NA,0.791847161647059,"original_only",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Handroanthus_impetiginosus",0.00348713333333333,NA,NA,24241479,503289430,39622,80946,7.637037037,37.5,23.645128809595,11.5284435146718,68.9651338659384,157.718008983793,31.648437134275,14.7456167178174,16.9028204121257,24.4938405624438,22.2779118399284,25.2933638679876,21.5265708308659,1236.87655967327,224.042811785558,16.3460016219675,76.227355390525,605.178247365935,62.2262125721614,350.639993049502,161.885641029074,0.76814032572945,-55.6464940620862,-8.22451519011345,"Handroanthus impetiginosus","Near Threatened","A3cd+4cd","Nearctic|Neotropical","Global","3388","Decreasing","Terrestrial","NT","A3","A",NA,"samara","wind","wing","self-incompatible","outcrossing","bee","Angiosperm","hermaphrodite","perennial",24241479,"EOO","native_plus_maxent","Perennial",24.241479,7.3845591130992,1.02780118299794,1,8.22451519011345,24241479,"Handroanthus_impetiginosus","Handroanthus impetiginosus",0.74235,0.76814032572945,"both",3.23992678026573,1.33279450901178,0.0518752660036636,3.23992678026573,1.33279450901178,1,"Tapajós-Xingu moist forests","Tropical Moist Broadleaf","Tropical"
"Helwingia_omeiensis",0.00241569,NA,NA,960054.1,2748316618,6783361,127781096,8,NA,14.704722181091,8.35532805648117,29.3849049082361,759.30910442673,28.6192198124787,-0.275464693029063,28.8946845085106,22.0505913565754,5.37045720396265,23.6786340586646,4.96402040086325,1185.1960080231,215.784836253807,21.5569999330142,69.9795253716329,567.501918132,80.1897708201586,528.510403658487,84.7455863517426,NA,109.520180904083,29.379588623473,"Helwingia omeiensis","Least Concern",NA,"Palearctic","Global","120","Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960054.1,"EOO","native_plus_maxent","Perennial",0.9600541,5.9822957066536,-0.143215429190501,0,29.379588623473,960054.1,"Helwingia_omeiensis","Helwingia omeiensis",NA,NA,"missing",-0.975395553137596,-1.22693953154878,2.32931937974882,-0.975395553137596,-1.22693953154878,1,"Guizhou Plateau broadleaf and mixed forests","Tropical Moist Broadleaf","Tropical"
"Heteromeles_arbutifolia",0.00238989,NA,NA,9636288.51,634379610,33580105,35612038,6.119083333,NA,15.3053470149339,13.5440608396105,52.8325731797135,466.40515582198,29.6967562568105,3.64521483617579,26.0515414782371,10.6237319318972,20.5059560975708,21.2441725600034,9.94302809822547,581.463287344889,116.609628351858,1.73606313713251,90.6794852745954,316.439428053911,10.1732312355218,20.5516013191307,302.322625480846,0.617722222166667,-119.846818918652,35.870395680608,"Heteromeles arbutifolia","Least Concern",NA,"Nearctic|Neotropical","Global","7452","Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9636288.51,"EOO","native_plus_maxent",NA,9.63628851,6.98390979427621,2.54326951841681,0,35.870395680608,9636288.51,"Heteromeles_arbutifolia","Heteromeles arbutifolia",NA,0.617722222166667,"original_only",-0.983851849023825,2.87763455986743,-1.01190159592541,-0.983851849023825,2.87763455986743,8,"California Central Valley grasslands","Temperate Grasslands","Temperate"
"Hordeum_marinum",1.40107e-05,NA,NA,15570132,3815965547,6835372,524471465,0.224642857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hordeum marinum","Least Concern",NA,"Indomalayan|Palearctic","Global","988","Stable","Terrestrial; Freshwater (=Inland waters)","LC","","","bisexual",NA,NA,NA,NA,NA,NA,NA,NA,NA,15570132,"EOO",NA,"Annual",15.570132,7.19229229443251,NA,0,NA,15570132,"Hordeum_marinum","Hordeum marinum",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ilex_aquifolium",0.00308451833333333,0.004189098,NA,NA,799967978,15160792,37412598,11.21150407,NA,10.5552274157491,8.55107605596488,34.8647885081527,592.887752951801,24.1975101420993,-0.283147419343828,24.4806575494359,10.2571936977724,11.6189490230888,18.0359346570592,3.60803065021314,845.888565721309,101.55912300699,41.3242165528316,29.1607155944271,282.810254726865,140.735066263839,182.521146463525,229.730971297873,0.65,6.17378355408345,46.2145102976344,"Ilex aquifolium","Least Concern",NA,"Palearctic","Global",NA,"Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO","native_plus_maxent","Perennial",NA,NA,-1.20620843639203,0,46.2145102976344,NA,"Ilex_aquifolium","Ilex aquifolium",NA,0.65,"original_only",-2.74915147902775,-1.28978299452278,-1.8544085958384,-2.74915147902775,-1.28978299452278,4,"Western European broadleaf forests","Temperate Broadleaf & Mixed","Temperate"
"Ipomoea_aquatica",0.000654781666666667,0.000925367,NA,NA,492093769,23511778,31458449,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ipomoea aquatica","Least Concern",NA,"Afrotropical|Indomalayan|Palearctic","Global",NA,"Unknown","Freshwater (=Inland waters)","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO",NA,NA,NA,NA,NA,0,NA,NA,"Ipomoea_aquatica","Ipomoea aquatica",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea_trifida",0.00551190133333333,0.009850056,NA,NA,492375559,74315,26165527,NA,3.25,23.6697704393061,11.6693621140297,71.0839492441923,139.249966514992,32.037867695152,15.299906750452,16.7379609328914,24.2761157903298,23.0849712790533,25.2980600657539,21.8817084168465,1509.36736992216,288.422528465036,15.4036245541483,87.3699262440633,759.732647239344,60.3731315475349,358.015292455823,208.701184854368,NA,-90.7977347604924,14.6467066901372,"Ipomoea trifida","Least Concern",NA,"Neotropical","Global",NA,"Unknown","Terrestrial","LC","","",NA,"seed","wind","none","self-incompatible","outcrossing","insect","Angiosperm","hermaphrodite","perennial",NA,"EOO","native_plus_maxent","Perennial",NA,NA,1.28973981565409,0,14.6467066901372,NA,"Ipomoea_trifida","Ipomoea trifida",NA,NA,"missing",3.9347887185054,1.03098032854603,0.316001299063402,3.9347887185054,1.03098032854603,3,"Central American pine-oak forests","Tropical Coniferous","Tropical"
"Ipomoea_triloba",0.0001277730125,NA,NA,7735174,461827428,74663,29809665,1,1.5,22.8988876669789,12.2500755192567,64.7675396309904,231.058399805576,32.2048839830221,12.8553910984676,19.3494928726014,24.4693379858146,21.4924686945914,25.4939981728631,19.9110538204864,1250.38430007082,225.319188344264,24.530731804847,76.8037437477242,599.527982543814,89.3481719919126,385.490106154298,164.573227502639,NA,-77.0028817582554,6.04434093983014,"Ipomoea triloba","Least Concern",NA,"Neotropical","Global","704","Stable","Terrestrial","LC","","",NA,"seed","wind","none","self-incompatible","outcrossing","insect","Angiosperm","hermaphrodite","perennial",7735174,"EOO","native_plus_maxent","Perennial",7.735174,6.88847008744585,0.530564385200158,0,6.04434093983014,7735174,"Ipomoea_triloba","Ipomoea triloba",NA,NA,"missing",2.91021466362065,0.975691616005345,0.256753031116161,2.91021466362065,0.975691616005345,1,"Chocó-Darién moist forests","Tropical Moist Broadleaf","Tropical"
"Isoetes_engelmannii",0.005625488,NA,NA,NA,640967017,3847,3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isoetes engelmannii","Least Concern",NA,"Nearctic","Global",NA,"Unknown","Freshwater (=Inland waters)","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO",NA,"Perennial",NA,NA,NA,0,NA,NA,"Isoetes_engelmannii","Isoetes engelmannii",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacaranda_copaia",0.00368629,NA,NA,11086211.32,616158746,36735,1019676,5.40817199,NA,25.594110205463,9.58563765413731,79.9120167588086,58.7908980902311,31.748422436427,19.6623388936881,12.0860835437759,25.466340045346,25.5735386917395,26.2583596730173,24.8493574942597,2324.83405270293,335.473323794664,73.1511497817727,49.595823972226,924.170665453696,256.284403543441,451.444714308796,623.03202804492,0.360429864959184,-64.6319607374609,-1.47542305985871,"Jacaranda copaia","Least Concern",NA,"Neotropical","Global","2268","Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11086211.32,"EOO","native_plus_maxent","Perennial",11.08621132,7.04478315264678,-2.57025583220007,0,1.47542305985871,11086211.32,"Jacaranda_copaia","Jacaranda copaia",NA,0.360429864959184,"original_only",6.05100709226419,-3.04096026751741,-2.19980290843715,6.05100709226419,-3.04096026751741,1,"Japurá-Solimoes-Negro moist forests","Tropical Moist Broadleaf","Tropical"
