"phylo_name","Avg_Val_het","Avg_Val_pi","populationEstimate","IUCN_ExtentOfOccurrence_km2","genome_size","Assembly Stats Contig N50","Assembly Stats Scaffold N50","height_clean","diaspore_seed_length","bioclim_BIO1_weighted_bioclim.x","bioclim_BIO2_weighted_bioclim.x","bioclim_BIO3_weighted_bioclim.x","bioclim_BIO4_weighted_bioclim.x","bioclim_BIO5_weighted_bioclim.x","bioclim_BIO6_weighted_bioclim.x","bioclim_BIO7_weighted_bioclim.x","bioclim_BIO8_weighted_bioclim.x","bioclim_BIO9_weighted_bioclim.x","bioclim_BIO10_weighted_bioclim.x","bioclim_BIO11_weighted_bioclim.x","bioclim_BIO12_weighted_bioclim.x","bioclim_BIO13_weighted_bioclim.x","bioclim_BIO14_weighted_bioclim.x","bioclim_BIO15_weighted_bioclim.x","bioclim_BIO16_weighted_bioclim.x","bioclim_BIO17_weighted_bioclim.x","bioclim_BIO18_weighted_bioclim.x","bioclim_BIO19_weighted_bioclim.x","ssd_wood_density","centroid_x","centroid_y","scientificName","redlistCategory","redlistCriteria","realm","scopes","IUCN_AreaOfOccupancy_km2","IUCN_PopulationTrend","IUCN_HabitatSystems","status","extracted_criteria","broad_code","sexual_reproduction","diaspore_seed_type","diaspore_dispersal_type","diaspore_accessory_type","pollination_self_compat","pollination_mating_mode","pollination_vector","seed_traits_clade","seed_traits_sex","life_strat_clean","final_area_km2","area_source","centroid_method","cleaned_lifecycle","true_area_km2","log10_area","Climate_PC1","iucn_bin","abs_lat","area_numeric","phylo_binomial","join_key","ssd_new","ssd_merged","ssd_source","PC1_kj","PC2_kj","PC3_kj","PC1","PC2","BIOME","ECO_NAME","biome_name","biome_group"
"Abeliophyllum_distichum",0.00477018,NA,4000,27460,795717758,334701,53115898,NA,NA,9.3238959240265,10.2412091107701,27.2341415142966,1020.70404854691,26.8582873203822,-10.7561614755613,37.6144489553235,21.1724672156211,-3.57858854921784,21.4084592400645,-3.78673263893418,1084.80525648413,267.259502403843,18.3184445719232,90.5905543152769,628.403084898601,64.3367793822361,621.531355621547,64.744742801874,NA,127.741512429435,38.468315986344,"Abeliophyllum distichum","Endangered","B2ab(iii)","Palearctic","Global","72","Decreasing","Terrestrial","EN","B2","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27460,"EOO","native_plus_maxent",NA,0.02746,4.43870053290074,0.0474916623533602,1,38.468315986344,27460,"Abeliophyllum_distichum","Abeliophyllum distichum",NA,NA,"missing",-2.88104017110972,-1.59305103892023,3.66708508819953,-2.88104017110972,-1.59305103892023,4,"Central Korean deciduous forests","Temperate Broadleaf & Mixed","Temperate"
"Acanthochlamys_bracteata",0.00123598,NA,6250.5,111300,197965679,6235925,8637207,NA,NA,8.45851615256254,11.005201427333,39.8193360683285,625.618908552686,20.9942911885725,-6.97175550249208,27.9660467068276,15.2219673480243,1.15581568754384,15.7035090532173,0.397251503004835,855.150951620996,169.787910564597,9.72753904447032,84.1659554885935,453.773166146433,37.3204492765844,445.609124612233,40.8946622906468,NA,99.8041975748781,28.6092390873041,"Acanthochlamys bracteata","Vulnerable","C2a(i)","Palearctic","Global",NA,"Decreasing","Terrestrial","VU","C2","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111300,"EOO","native_plus_maxent",NA,0.1113,5.04649516433471,0.775428790123484,1,28.6092390873041,111300,"Acanthochlamys_bracteata","Acanthochlamys bracteata",NA,NA,"missing",-3.23099197515298,-0.282053759444517,0.943424372294385,-3.23099197515298,-0.282053759444517,5,"Hengduan Mountains subalpine conifer forests","Temperate Coniferous","Temperate"
"Acer_yangbiense",0.0018552870754717,0.002832652,413.5,218,664928911,5864378,44917698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.789197465115,28.5252608479408,"Acer yangbiense","Endangered","C2a(i,ii)","Palearctic","Global","56","Decreasing","Terrestrial","EN","C2","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,"EOO","native_only",NA,0.000218,2.3384564936046,NA,1,28.5252608479408,218,"Acer_yangbiense","Acer yangbiense",NA,NA,"missing",NA,NA,NA,NA,NA,1,"Guizhou Plateau broadleaf and mixed forests","Tropical Moist Broadleaf","Tropical"
"Acorus_gramineus",0.01137634,NA,NA,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acorus gramineus","Least Concern",NA,"Indomalayan","Global",NA,"Unknown","Terrestrial; Freshwater (=Inland waters)","LC","","",NA,"seed","wind","none","self compatible","mixed","insects","Angiosperm","hermaphrodite","perennial",NA,NA,NA,"Perennial",NA,NA,NA,0,NA,NA,"Acorus_gramineus","Acorus gramineus",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aegilops_sharonensis",7.63046555555556e-05,0.000282462,NA,3127,6704676607,13123,867619200,NA,NA,19.3634713604388,9.55435284096387,41.3434597288295,535.766222489005,30.7257303472314,7.62656923915957,23.0991609298472,12.7015605024268,25.2944089910264,25.7054483351367,12.701395269484,549.62324043646,139.850420182864,0,114.340992427987,364.138713529146,0.00039246778807123,0.969163469130793,364.138303936055,NA,34.8883813550537,32.2878280719914,"Aegilops sharonensis","Vulnerable","A3c","Palearctic","Global & Mediterranean","256","Decreasing","Terrestrial","VU","A3","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3127,"EOO","native_plus_maxent","Annual",0.003127,3.49512788124293,3.2865134236576,1,32.2878280719914,3127,"Aegilops_sharonensis","Aegilops sharonensis",NA,NA,"missing",0.239194520069212,2.76006397671946,-0.227881768412471,0.239194520069212,2.76006397671946,12,"Eastern Mediterranean conifer-sclerophyllous-broadleaf forests","Mediterranean Shrublands","Mediterranean"
"Aegle_marmelos",0.00430694,NA,NA,2820396,276878671,24400,19546670,10,NA,25.0150638395851,11.6432140412523,45.816029906416,446.898593550501,37.5827527797297,11.370532763299,26.2122200232629,26.4355574569263,22.6642716993279,30.2316545494106,19.1425884702123,1232.89216752605,343.429800703195,4.39773195745808,115.876245448163,834.941457437064,24.8206179371929,307.256610063151,100.381225714204,0.825728,78.9635867787419,21.6455314054088,"Aegle marmelos","Near Threatened","A2acd","Indomalayan","Global",NA,"Decreasing","Terrestrial","NT","A2","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820396,"EOO","native_plus_maxent","Perennial",2.820396,6.45031009007139,2.46256506075009,1,21.6455314054088,2820396,"Aegle_marmelos","Aegle marmelos",NA,0.825728,"original_only",3.46570963186441,1.88584704272008,3.11855097921362,3.46570963186441,1.88584704272008,1,"Eastern highlands moist deciduous forests","Tropical Moist Broadleaf","Tropical"
"Aesculus_hippocastanum",0.00266697,NA,7000,NA,513587473,2092002,25744433,25.65625,NA,11.0351591150585,10.2957772300747,34.1242568363821,744.733143602066,27.3410151519983,-2.77961951366767,30.1206346912177,10.7375571916188,13.2527874230092,20.124957401536,1.8811858844898,726.141800070113,95.5990804327273,31.5494555197403,35.7736396045237,257.339255769271,107.185402829366,146.698103177173,200.767099127279,0.586530701891822,26.2632113645355,41.6159720573477,"Aesculus hippocastanum","Vulnerable","C2a(i)","Palearctic","Global & Europe",NA,"Decreasing","Terrestrial","VU","C2","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO","native_plus_maxent","Perennial",NA,NA,-0.454120906219668,1,41.6159720573477,NA,"Aesculus_hippocastanum","Aesculus hippocastanum",NA,0.586530701891822,"original_only",-3.07116334491363,-0.232086121638186,-0.955061750799551,-3.07116334491363,-0.232086121638186,4,"Balkan mixed forests","Temperate Broadleaf & Mixed","Temperate"
"Alnus_glutinosa",0.00431249,0.003826654,NA,NA,NA,NA,NA,21.51884921,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alnus glutinosa","Least Concern",NA,"Palearctic","Global",NA,"Stable","Terrestrial","LC","","",NA,"nutlet","wind","wing","self incompatible","outcrossing","wind","Angiosperm","monoecious","perennial",NA,NA,NA,"Perennial",NA,NA,NA,0,NA,NA,"Alnus_glutinosa","Alnus glutinosa",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amorphophallus_titanum",0.00564608,NA,NA,156000,942822506,626248,15369906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.467211986885,-0.364754458901617,"Amorphophallus titanum","Endangered","A2ac; C2a(i); D","Indomalayan","Global","144","Decreasing","Terrestrial","EN","A2; C2","A; C; D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156000,"EOO","native_only",NA,0.156,5.19312459835446,NA,1,0.364754458901617,156000,"Amorphophallus_titanum","Amorphophallus titanum",NA,NA,"missing",NA,NA,NA,NA,NA,1,"Sumatran lowland rain forests","Tropical Moist Broadleaf","Tropical"
"Angophora_floribunda",0.00701211,NA,NA,1106392.84,388206676,4016327,36024908,16.4,6.5,15.8746254925575,11.0615558183614,48.0914011929779,443.540348628839,27.1624414620079,4.22210759949776,22.9403339690132,20.5702628057415,11.6114461022561,21.1633136035498,10.1669984360236,961.127141810918,125.057529214794,45.783451897959,30.3864355170382,335.329902437075,158.36373389723,310.245758208141,178.162079599806,0.72512,150.844954492151,-32.6099411280313,"Angophora floribunda","Near Threatened","A2c","Australasian","Global","1820","Stable","Terrestrial","NT","A2","A",NA,"seed","wind","none",NA,NA,"bee","Angiosperm","hermaphrodite","perennial",1106392.84,"EOO","native_plus_maxent","Perennial",1.10639284,6.04390935658196,-1.63366592492875,1,32.6099411280313,1106392.84,"Angophora_floribunda","Angophora floribunda",0.72512,0.72512,"both",-0.643252009684417,-0.848518507301189,-1.11091660549267,-0.643252009684417,-0.848518507301189,4,"Eastern Australian temperate forests","Temperate Broadleaf & Mixed","Temperate"
"Aquilaria_malaccensis",0.00213222,NA,NA,NA,584635500,16506,24155,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,105.397007403421,11.6300565715368,"Aquilaria malaccensis","Critically Endangered","A2cd","Indomalayan","Global",NA,"Decreasing","Terrestrial","CR","A2","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO","native_only","Perennial",NA,NA,NA,1,11.6300565715368,NA,"Aquilaria_malaccensis","Aquilaria malaccensis",NA,0.32,"original_only",NA,NA,NA,NA,NA,1,"Tonle Sap-Mekong peat swamp forests","Tropical Moist Broadleaf","Tropical"
"Aquilaria_sinensis",0.00251526964285714,0.003196488,NA,530906,783886958,60210,87672018,28,NA,20.121894819258,7.53534080497163,31.6590452084966,627.987263600808,31.4460210631935,7.04986429383431,24.3961567241923,25.5769243107309,13.3499227782598,27.2165173164537,11.9163790853724,1545.50142453001,271.968558398386,29.6784500415792,68.6067603761467,733.214506766537,109.463332294352,669.31353653779,130.720000598396,0.3661575,112.440952833665,24.1840744359631,"Aquilaria sinensis","Vulnerable","A2a","Palearctic","Global",NA,"Decreasing","Terrestrial","VU","A2","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530906,"EOO","native_plus_maxent","Perennial",0.530906,5.72501763352004,-0.589948491864874,1,24.1840744359631,530906,"Aquilaria_sinensis","Aquilaria sinensis",NA,0.3661575,"original_only",1.62690690181478,-1.76305448078455,2.54476438090998,1.62690690181478,-1.76305448078455,1,"Jian Nan subtropical evergreen forests","Tropical Moist Broadleaf","Tropical"
"Aquilaria_yunnanensis",0.00360137,NA,NA,15529,846791237,79823780,99675900,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.789197465115,28.5252608479408,"Aquilaria yunnanensis","Vulnerable","B1ab(i)","Palearctic","Global",NA,"Stable","Terrestrial","VU","B1","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15529,"EOO","native_only","Perennial",0.015529,4.1911434899549,NA,1,28.5252608479408,15529,"Aquilaria_yunnanensis","Aquilaria yunnanensis",NA,NA,"missing",NA,NA,NA,NA,NA,1,"Guizhou Plateau broadleaf and mixed forests","Tropical Moist Broadleaf","Tropical"
"Arachis_ipaensis",0.000272385,NA,NA,NA,1353504219,24488,6169993,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.6232723529078,-16.6947007560507,"Arachis ipaensis","Critically Endangered","B1ab(ii,iii,v)+2ab(ii,iii,v)","Neotropical","Global","4","Unknown","Terrestrial","CR","B1","B",NA,"fruit","geocarpy","none","self compatible","selfing",NA,"Angiosperm","hermaphrodite","perennial",NA,"EOO","native_only","Perennial",NA,NA,NA,1,16.6947007560507,NA,"Arachis_ipaensis","Arachis ipaensis",NA,NA,"missing",NA,NA,NA,NA,NA,1,"Southwest Amazon moist forests","Tropical Moist Broadleaf","Tropical"
"Betula_nana",0.005167478,0.004200986,NA,NA,NA,NA,NA,0.204762115,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betula nana","Least Concern",NA,"Nearctic|Palearctic","Global",NA,"Stable","Terrestrial","LC","","",NA,"samara","wind","wing","self incompatible","outcrossing","wind","Angiosperm","monoecious","perennial",NA,NA,NA,"Perennial",NA,NA,NA,0,NA,NA,"Betula_nana","Betula nana",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Betula_pendula",0.00744326625,0.008371122,NA,NA,NA,NA,NA,1.985509426,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betula pendula","Least Concern",NA,"Palearctic","Global",NA,"Stable","Terrestrial","LC","","",NA,"samara","wind","wing","self incompatible","outcrossing","wind","Angiosperm","monoecious","perennial",NA,NA,NA,"Perennial",NA,NA,NA,0,NA,NA,"Betula_pendula","Betula pendula",0.5700109356,0.5700109356,"new_only",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boswellia_sacra",0.00598799,NA,NA,NA,667838758,208102,209191,4,NA,26.1853562487889,11.2545899335259,48.3530573298082,428.699149533344,37.2360313451152,13.8014832070944,23.4345480732567,25.4423643275165,26.1628607653077,31.0428589092819,20.6183428406461,101.617659468228,21.9758530240732,1.17204522574224,71.0316831169785,50.7814722742877,7.48058738125483,23.995838007859,23.8050744061411,NA,51.0884551880792,17.2010341701577,"Boswellia sacra","Lower Risk/near threatened",NA,"Afrotropical|Palearctic","Global",NA,"Unspecified","Terrestrial","NT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO","native_plus_maxent","Perennial",NA,NA,2.3745486337898,1,17.2010341701577,NA,"Boswellia_sacra","Boswellia sacra",NA,NA,"missing",1.18321585586055,4.4975531237657,0.573330055964742,1.18321585586055,4.4975531237657,13,"Red Sea Nubo-Sindian tropical desert and semi-desert","Deserts & Xeric Shrublands","Arid"
"Brassica_nigra",0.00658322252941176,0.008196085,NA,NA,NA,NA,NA,0.957045455,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brassica nigra","Least Concern",NA,"Palearctic","Global",NA,"Stable","Terrestrial","LC","","",NA,"seed","wind","none","self incompatible","outcrossing","bee, fly","Angiosperm","hermaphrodite","annual",NA,NA,NA,"Annual",NA,NA,NA,0,NA,NA,"Brassica_nigra","Brassica nigra",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bretschneidera_sinensis",0.00281709361842105,0.005012727,NA,NA,1213742607,64134882,146539854,20,20,17.4151612501584,7.89879049775402,30.6378411293192,683.369624137062,30.2064746394341,3.63550825664808,26.570966377216,22.3021520168488,9.98765636519007,25.361518339638,8.62158505726677,1549.9842101344,265.718976785612,36.6464130237789,62.5710130533958,712.494197147483,137.355137344725,597.438822405086,161.920969084181,0.537,111.600808356894,26.2357359762923,"Bretschneidera sinensis","Endangered","A1cd","Indomalayan|Palearctic","Global",NA,"Unspecified","Terrestrial","EN","A1","A",NA,"seed","gravity","none","self compatible","outcrossing","insects","Angiosperm","hermaphrodite","perennial",NA,"EOO","native_plus_maxent","Perennial",NA,NA,-1.10116111534562,1,26.2357359762923,NA,"Bretschneidera_sinensis","Bretschneidera sinensis",0.537,0.537,"both",0.58914870653812,-2.27383272472682,1.99818412984225,0.58914870653812,-2.27383272472682,1,"Jian Nan subtropical evergreen forests","Tropical Moist Broadleaf","Tropical"
"Bruguiera_cylindrica",0.000191194,NA,NA,NA,235931848,167739,12192317,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,"Bruguiera cylindrica","Least Concern",NA,"Australasian|Indomalayan","Global",NA,"Decreasing","Terrestrial; Marine","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO",NA,"Perennial",NA,NA,NA,0,NA,NA,"Bruguiera_cylindrica","Bruguiera cylindrica",NA,0.72,"original_only",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bruguiera_sexangula",0.001356056,NA,NA,NA,260518658,156892,11020310,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,"Bruguiera sexangula","Least Concern",NA,"Australasian|Indomalayan","Global",NA,"Decreasing","Terrestrial; Marine","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO",NA,"Perennial",NA,NA,NA,0,NA,NA,"Bruguiera_sexangula","Bruguiera sexangula",NA,0.74,"original_only",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buddleja_alternifolia",0.00301296226804124,0.007691865,NA,1690212.72,853114234,2020346,43104400,4.333333333,NA,8.03691775389296,11.3517870766339,33.0873136919098,867.365514444443,24.1797270509825,-10.6041315836015,34.7838586371003,17.4664364952303,-2.61270190919507,18.2746785564235,-3.09843233424557,669.636802002108,142.904615214579,7.7546106692377,89.5519565098438,362.001112005689,29.9918237745505,348.246125851032,32.2605373037346,NA,106.08447148128,33.5264566786488,"Buddleja alternifolia","Least Concern",NA,"Palearctic","Global","80","Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1690212.72,"EOO","native_plus_maxent","Perennial",1.69021272,6.227941365743,1.02094640170636,0,33.5264566786488,1690212.72,"Buddleja_alternifolia","Buddleja alternifolia",NA,NA,"missing",-4.135792419266,0.204010049015187,1.95178233589591,-4.135792419266,0.204010049015187,4,"Qin Ling Mountains deciduous forests","Temperate Broadleaf & Mixed","Temperate"
"Camellia_japonica",0.003405605,NA,NA,2e+06,2803480011,566296,175506177,6.327164179,NA,14.1293460489044,7.94667079948903,27.2432692861117,787.384935284159,28.9495870840948,-0.383629697706956,29.3332166901042,21.6871408644501,6.13329502104693,23.7753106833498,4.5207521234435,1829.3338051888,278.655030625633,62.9284286259713,48.3714312623926,723.614444877302,216.361895420379,662.498943407733,237.229819449121,NA,132.704395383156,33.6551422398003,"Camellia japonica","Least Concern",NA,"Indomalayan","Global",NA,"Decreasing","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+06,"EOO","native_plus_maxent","Perennial",2,2.31386722036915,-2.90473510341034,0,33.6551422398003,206,"Camellia_japonica","Camellia japonica",NA,NA,"missing",-0.15549657930236,-4.18345480940686,1.52674548115276,-0.15549657930236,-4.18345480940686,4,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed","Temperate"
"Camellia_nitidissima",0.004794655,NA,2499,838,2720093003,94959108,188465104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.269124535984,16.5095624134918,"Camellia nitidissima","Endangered","B1ab(iii,v); C2a(i)","Indomalayan","Global",NA,"Decreasing","Terrestrial","EN","B1; C2","B; C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,"EOO","native_only",NA,0.000838,2.92324401863028,NA,1,16.5095624134918,838,"Camellia_nitidissima","Camellia nitidissima",NA,NA,"missing",NA,NA,NA,NA,NA,1,"Northern Annamites rain forests","Tropical Moist Broadleaf","Tropical"
"Camellia_pitardii",0.00437435,NA,NA,632000,2615904191,146181769,176209036,NA,NA,15.1095051803669,8.50716775629333,32.5539027888489,670.199708451606,27.7406458482706,1.02741552438039,26.7132303200983,21.1345774317116,7.03764468836577,22.8933939606504,6.43965680993095,1240.49223369319,224.182040674747,22.8853161448151,70.2932626884711,599.585665368723,84.9142665643564,549.616503838403,93.5941899964434,NA,107.868994472368,27.4547756039525,"Camellia pitardii","Least Concern",NA,"Indomalayan","Global",NA,"Unknown","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632000,"EOO","native_plus_maxent","Perennial",0.632,5.80071707828238,-0.1919605510992,0,27.4547756039525,632000,"Camellia_pitardii","Camellia pitardii",NA,NA,"missing",-0.600439812036344,-1.29150902794386,1.93770757301256,-0.600439812036344,-1.29150902794386,1,"Guizhou Plateau broadleaf and mixed forests","Tropical Moist Broadleaf","Tropical"
"Caragana_arborescens",0.0091145,NA,NA,10732654.42,1215951935,46911000,147272500,4.0644,NA,0.962665349657555,10.915177588912,23.8709520377123,1300.65122579214,24.2830655967119,-21.5014934373587,45.7845589497556,16.2370517861601,-12.2440665601203,16.5521255072268,-15.3234247755534,473.611288269841,77.0032817864792,14.8508622901143,51.625814332679,203.838595423594,53.2769216676952,202.558641168368,65.4428464054297,NA,82.0888320952518,53.7164860640365,"Caragana arborescens","Least Concern",NA,"Palearctic","Global","684","Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10732654.42,"EOO","native_plus_maxent","Perennial",10.73265442,7.0307071457675,-0.132256100916847,0,53.7164860640365,10732654.42,"Caragana_arborescens","Caragana arborescens",NA,NA,"missing",-7.51075681979257,-0.82648757507723,1.92711787078034,-7.51075681979257,-0.82648757507723,8,"Kazakh forest steppe","Temperate Grasslands","Temperate"
"Carallia_pectinifolia",0.00336039,NA,NA,197490.3,324513616,1892492,29474394,NA,NA,18.4654604423927,7.97818414488862,32.2773114947856,638.344168023682,30.2144852896557,4.9948292274584,25.2196561102293,24.0470743956624,11.2583671981973,25.7007259548651,10.1203042687919,1491.7928471604,269.442590310003,27.6699051299716,69.9471924886667,725.073112309397,102.958766310314,667.553125326159,120.843656820077,NA,109.594174735789,25.3129066392847,"Carallia pectinifolia","Least Concern",NA,"Palearctic","Global","112","Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197490.3,"EOO","native_plus_maxent",NA,0.1974903,5.29554576953246,-0.519789740517886,0,25.3129066392847,197490.3,"Carallia_pectinifolia","Carallia pectinifolia",NA,NA,"missing",1.01609596104617,-1.7511618176012,2.45289899243701,1.01609596104617,-1.7511618176012,1,"Jian Nan subtropical evergreen forests","Tropical Moist Broadleaf","Tropical"
"Cardiospermum_halicacabum",2.15884e-05,NA,NA,29162620,337615835,901579,30475567,0.25,NA,22.7799237743165,10.9212282108499,57.4554871532142,280.180909486578,32.1086292072474,12.5873560174869,19.5212731695138,24.3730137385826,20.5446096801494,25.9202331924476,19.0988279181281,1345.69053141042,260.084128641502,22.1996472042088,80.0119367659337,686.600000357001,83.0481617913266,438.670035266435,178.78835031647,NA,24.2152466815122,3.7956111152505,"Cardiospermum halicacabum","Least Concern",NA,"Neotropical","Global",NA,"Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29162620,"EOO","native_plus_maxent",NA,29.16262,7.46482653886501,0.594217966113669,0,3.7956111152505,29162620,"Cardiospermum_halicacabum","Cardiospermum halicacabum",NA,NA,"missing",2.99289147985106,0.433956357684195,0.811382149341312,2.99289147985106,0.433956357684195,1,"Northeastern Congolian lowland forests","Tropical Moist Broadleaf","Tropical"
"Carex_extensa",8.889125e-05,NA,NA,NA,312151058,1956635,10670721,0.1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carex extensa","Least Concern",NA,"Palearctic","Global",NA,"Stable","Terrestrial; Freshwater (=Inland waters)","LC","","","monoecious",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO",NA,"Perennial",NA,NA,NA,0,NA,NA,"Carex_extensa","Carex extensa",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carex_nigra",0.00775701666666667,NA,NA,4e+06,417602660,2026124,10206026,0.269952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carex nigra","Least Concern",NA,"Nearctic|Palearctic","Global",NA,"Stable","Terrestrial; Freshwater (=Inland waters)","LC","","","monoecious",NA,NA,NA,NA,NA,NA,NA,NA,NA,4e+06,"EOO",NA,"Perennial",4,2.60852603357719,NA,0,NA,406,"Carex_nigra","Carex nigra",NA,NA,"missing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carnegiea_gigantea",NA,0.002486053,NA,NA,1140547102,434668,467946,15.24,NA,19.2386347790268,16.5818068347448,48.5201315086674,693.478314048457,37.0011749831101,2.59251030178082,34.408664665024,24.8812761526012,20.9976489843823,27.81947972583,10.9795365409914,324.77274717373,66.5459690798917,4.02433732852085,69.8498166163612,162.259132531308,19.7679285083046,126.770719247711,79.501640049122,NA,-111.408639318524,31.5314311492756,"Carnegiea gigantea","Least Concern",NA,"Nearctic","Global",NA,"Decreasing","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOO","native_plus_maxent","Perennial",NA,NA,1.87030486408906,0,31.5314311492756,NA,"Carnegiea_gigantea","Carnegiea gigantea",NA,NA,"missing",-0.663080532769894,3.93074829161612,1.28500768997689,-0.663080532769894,3.93074829161612,13,"Chihuahuan desert","Deserts & Xeric Shrublands","Arid"
"Caryocar_brasiliense",0.00516012,NA,NA,2937317.21,212172521,2535,6005,3.510294118,NA,21.1153547912897,11.7915851731085,65.166317114872,202.646169663205,29.3010769277956,11.0727490165511,18.2283279167827,22.3276499165987,19.0182363419042,23.19165821954,18.3834999036598,1386.95789473057,234.439532277175,26.9871380449733,68.7619161100629,641.393463854167,96.5957088287286,484.144897410974,118.057246122983,0.4883333333,-52.2732637125245,-18.770692178668,"Caryocar brasiliense","Least Concern",NA,"Neotropical","Global","324","Stable","Terrestrial","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2937317.21,"EOO","native_plus_maxent","Perennial",2.93731721,6.46795084986418,0.0344207804506448,0,18.770692178668,2937317.21,"Caryocar_brasiliense","Caryocar brasiliense",NA,0.4883333333,"original_only",2.43816049870769,0.184550881099823,0.06911864828107,2.43816049870769,0.184550881099823,7,"Cerrado","Tropical Grasslands & Savannas","Tropical"
