SRR,Coverage,Species
SRR18054862,95.5758,Abeliophyllum_distichum
SRR18497216,6.60361,Abeliophyllum_distichum
SRR28361932,109.523,Abeliophyllum_distichum
SAMN18024572,142.144,Acanthochlamys_bracteata
SRR12721038,14.799,Acer_yangbiense
SRR12721039,12.3925,Acer_yangbiense
SRR12721040,38.3194,Acer_yangbiense
SRR12721041,10.0208,Acer_yangbiense
SRR12721042,14.5891,Acer_yangbiense
SRR12721043,17.0062,Acer_yangbiense
SRR12721044,15.7932,Acer_yangbiense
SRR12721045,13.6497,Acer_yangbiense
SRR12721046,13.9209,Acer_yangbiense
SRR12721047,13.5783,Acer_yangbiense
SRR12721048,13.1989,Acer_yangbiense
SRR12721049,7.64304,Acer_yangbiense
SRR12721050,13.2696,Acer_yangbiense
SRR12721051,12.6261,Acer_yangbiense
SRR12721052,12.9826,Acer_yangbiense
SRR12721053,14.1566,Acer_yangbiense
SRR12721054,13.8856,Acer_yangbiense
SRR12721055,13.7304,Acer_yangbiense
SRR12721056,12.2474,Acer_yangbiense
SRR12721057,14.8116,Acer_yangbiense
SRR12721058,12.7381,Acer_yangbiense
SRR12721059,11.5552,Acer_yangbiense
SRR12721060,13.0781,Acer_yangbiense
SRR12721061,10.7486,Acer_yangbiense
SRR12721062,13.2121,Acer_yangbiense
SRR12721063,7.88077,Acer_yangbiense
SRR12721064,13.9754,Acer_yangbiense
SRR12721065,13.7962,Acer_yangbiense
SRR12721066,14.1251,Acer_yangbiense
SRR12721067,13.8599,Acer_yangbiense
SRR12721068,12.6696,Acer_yangbiense
SRR12721069,13.2101,Acer_yangbiense
SRR12721070,13.0322,Acer_yangbiense
SRR12721071,15.4719,Acer_yangbiense
SRR12721072,13.0184,Acer_yangbiense
SRR12721073,14.4102,Acer_yangbiense
SRR12721074,10.0965,Acer_yangbiense
SRR12721075,14.2282,Acer_yangbiense
SRR12721076,13.5306,Acer_yangbiense
SRR12721077,12.9077,Acer_yangbiense
SRR12721078,12.5235,Acer_yangbiense
SRR12721079,11.8373,Acer_yangbiense
SRR12721080,13.1095,Acer_yangbiense
SRR12721081,14.4745,Acer_yangbiense
SRR12721082,13.0586,Acer_yangbiense
SRR12721083,14.9602,Acer_yangbiense
SRR12721084,12.3603,Acer_yangbiense
SRR12721085,11.2235,Acer_yangbiense
SRR12721086,12.5116,Acer_yangbiense
SRR12721087,13.2018,Acer_yangbiense
SRR12721088,14.3079,Acer_yangbiense
SRR12721089,12.855,Acer_yangbiense
SRR12721090,14.3899,Acer_yangbiense
SRR12721091,13.7215,Acer_yangbiense
SRR12721092,14.2677,Acer_yangbiense
SRR12721093,12.7265,Acer_yangbiense
SRR12721094,13.1988,Acer_yangbiense
SRR12721095,13.6431,Acer_yangbiense
SRR12721096,14.6845,Acer_yangbiense
SRR12721097,12.1528,Acer_yangbiense
SRR12721098,13.7648,Acer_yangbiense
SRR12721099,14.4096,Acer_yangbiense
SRR12721100,12.8394,Acer_yangbiense
SRR12721101,12.7913,Acer_yangbiense
SRR12721102,13.5046,Acer_yangbiense
SRR12721103,16.2015,Acer_yangbiense
SRR12721104,12.8435,Acer_yangbiense
SRR12721105,12.4287,Acer_yangbiense
SRR12721106,4.44678,Acer_yangbiense
SRR12721107,11.9438,Acer_yangbiense
SRR12721108,11.9848,Acer_yangbiense
SRR12721109,13.8073,Acer_yangbiense
SRR12721110,11.5173,Acer_yangbiense
SRR12721111,15.2069,Acer_yangbiense
SRR12721112,14.1557,Acer_yangbiense
SRR12721113,12.4544,Acer_yangbiense
SRR12721114,13.5583,Acer_yangbiense
SRR12721115,15.2133,Acer_yangbiense
SRR12721116,13.1716,Acer_yangbiense
SRR12721117,14.4794,Acer_yangbiense
SRR12721118,11.0445,Acer_yangbiense
SRR12721119,15.1904,Acer_yangbiense
SRR12721120,14.1838,Acer_yangbiense
SRR12721121,14.0615,Acer_yangbiense
SRR12721122,14.4482,Acer_yangbiense
SRR12721123,8.81822,Acer_yangbiense
SRR12721124,13.2268,Acer_yangbiense
SRR12721125,12.6941,Acer_yangbiense
SRR12721126,10.9983,Acer_yangbiense
SRR12721127,12.5194,Acer_yangbiense
SRR12721128,10.0891,Acer_yangbiense
SRR12721129,40.2081,Acer_yangbiense
SRR12721130,12.3848,Acer_yangbiense
SRR12721131,8.7971,Acer_yangbiense
SRR12721132,10.5189,Acer_yangbiense
SRR12721133,11.2327,Acer_yangbiense
SRR12721134,10.0112,Acer_yangbiense
SRR12721135,10.5783,Acer_yangbiense
SRR12721136,10.6365,Acer_yangbiense
SRR12721137,8.91578,Acer_yangbiense
SRR12721138,9.00294,Acer_yangbiense
SRR12721139,14.5977,Acer_yangbiense
SRR12721140,9.79953,Acer_yangbiense
SRR12721141,12.4314,Acer_yangbiense
SRR12721142,13.3005,Acer_yangbiense
SRR8707038,117.671,Acer_yangbiense
SRR28509440,31.0329,Adansonia_grandidieri
ERR6184169,6.9995,Aegilops_sharonensis
ERR6184170,5.98796,Aegilops_sharonensis
ERR6184171,6.13222,Aegilops_sharonensis
ERR6184174,6.59499,Aegilops_sharonensis
ERR6184175,6.69422,Aegilops_sharonensis
ERR6184176,6.91458,Aegilops_sharonensis
ERR6184179,6.6114,Aegilops_sharonensis
ERR6184180,7.5887,Aegilops_sharonensis
ERR6184187,5.8686,Aegilops_sharonensis
ERR6184189,5.61128,Aegilops_sharonensis
ERR6184191,5.35669,Aegilops_sharonensis
ERR6184193,4.76174,Aegilops_sharonensis
ERR6184194,6.73233,Aegilops_sharonensis
ERR6184195,6.66433,Aegilops_sharonensis
ERR6184196,6.29868,Aegilops_sharonensis
ERR6184197,6.26974,Aegilops_sharonensis
SAMEA2242590,18.4975,Aegilops_sharonensis
SRR14627574,8.10459,Aegilops_sharonensis
DRR520119,5.35831,Aegle_marmelos
SRR16998512,62.1978,Aegle_marmelos
ERR10116752,11.87,Aesculus_hippocastanum
SAMN50010308,95.2912,Agave_karwinskii
SRR26310427,8.69045,Agave_karwinskii
SRR25700381,7.86129,Agave_potatorum
SRR11565159,68.3255,Amorphophallus_titanum
SRR27782834,32.4395,Aquilaria_malaccensis
SAMN16131995,205.225,Aquilaria_sinensis
SRR10737433,39.5955,Aquilaria_sinensis
SRR24423940,4.18222,Aquilaria_sinensis
SRR24423995,4.43174,Aquilaria_sinensis
SRR24424053,4.35596,Aquilaria_sinensis
SRR24424054,4.15244,Aquilaria_sinensis
SRR24424078,4.14457,Aquilaria_sinensis
SRR24424079,4.03925,Aquilaria_sinensis
SRR24424100,4.21801,Aquilaria_sinensis
SRR24424102,4.23003,Aquilaria_sinensis
SRR24424104,4.36586,Aquilaria_sinensis
SRR24424118,4.02751,Aquilaria_sinensis
SRR24424130,4.22983,Aquilaria_sinensis
SRR24424133,4.20795,Aquilaria_sinensis
SRR24424134,4.18256,Aquilaria_sinensis
SRR24424142,4.55314,Aquilaria_sinensis
SRR24424143,4.32898,Aquilaria_sinensis
SRR24424144,4.28041,Aquilaria_sinensis
SRR24424165,4.182,Aquilaria_sinensis
SRR24424201,56.2546,Aquilaria_sinensis
SRR24424215,22.6869,Aquilaria_sinensis
SRR24424234,4.16648,Aquilaria_sinensis
SRR24424265,4.30912,Aquilaria_sinensis
SRR24424276,4.75714,Aquilaria_sinensis
SRR24424281,4.92014,Aquilaria_sinensis
SRR24424282,4.12831,Aquilaria_sinensis
SRR33513884,67.4455,Aquilaria_sinensis
SRR8892930,97.142,Aquilaria_sinensis
SRR25783949,133.916,Aquilaria_yunnanensis
SRR1945435,12.6033,Arabidopsis_thaliana
SRR1945436,20.9708,Arabidopsis_thaliana
SRR1945437,15.8465,Arabidopsis_thaliana
SRR1945438,18.2309,Arabidopsis_thaliana
SRR1945439,22.9281,Arabidopsis_thaliana
SRR1945440,18.7522,Arabidopsis_thaliana
SRR1945441,23.2406,Arabidopsis_thaliana
SRR1945442,20.8949,Arabidopsis_thaliana
SRR1945443,15.3084,Arabidopsis_thaliana
SRR1945444,17.6181,Arabidopsis_thaliana
SRR1945445,14.9855,Arabidopsis_thaliana
SRR1945446,11.0511,Arabidopsis_thaliana
SRR1945451,38.1204,Arabidopsis_thaliana
SRR1945453,96.6538,Arabidopsis_thaliana
SRR1945454,70.1407,Arabidopsis_thaliana
SRR1945455,55.4625,Arabidopsis_thaliana
SRR1945456,21.4706,Arabidopsis_thaliana
SRR1945457,58.4827,Arabidopsis_thaliana
SRR1945458,38.2603,Arabidopsis_thaliana
SRR1945459,64.0396,Arabidopsis_thaliana
SRR1945460,32.6412,Arabidopsis_thaliana
SRR1945461,23.7287,Arabidopsis_thaliana
SRR1945463,22.3537,Arabidopsis_thaliana
SRR1945464,9.09139,Arabidopsis_thaliana
SRR1945465,11.2937,Arabidopsis_thaliana
SRR1945466,10.3512,Arabidopsis_thaliana
SRR1945467,15.0122,Arabidopsis_thaliana
SRR1945468,15.7305,Arabidopsis_thaliana
SRR1945469,67.3844,Arabidopsis_thaliana
SRR1945470,57.5744,Arabidopsis_thaliana
SRR1945471,36.8544,Arabidopsis_thaliana
SRR1945472,31.0963,Arabidopsis_thaliana
SRR1945473,20.5488,Arabidopsis_thaliana
SRR1945474,10.7171,Arabidopsis_thaliana
SRR1945475,13.9598,Arabidopsis_thaliana
SRR1945476,40.9032,Arabidopsis_thaliana
SRR1945477,16.1197,Arabidopsis_thaliana
SRR1945478,13.9821,Arabidopsis_thaliana
SRR1945479,14.5035,Arabidopsis_thaliana
SRR1945480,46.3858,Arabidopsis_thaliana
SRR1945481,12.0677,Arabidopsis_thaliana
SRR1945482,62.6115,Arabidopsis_thaliana
SRR1945483,14.3428,Arabidopsis_thaliana
SRR1945484,20.9342,Arabidopsis_thaliana
SRR1945485,19.6974,Arabidopsis_thaliana
SRR1945486,33.8384,Arabidopsis_thaliana
SRR1945487,50.0933,Arabidopsis_thaliana
SRR1945488,17.9162,Arabidopsis_thaliana
SRR1945489,33.7807,Arabidopsis_thaliana
SRR1945490,21.9955,Arabidopsis_thaliana
SRR1945491,44.2764,Arabidopsis_thaliana
SRR1945492,51.3724,Arabidopsis_thaliana
SRR1945493,31.0665,Arabidopsis_thaliana
SRR1945494,34.4437,Arabidopsis_thaliana
SRR1945495,34.0378,Arabidopsis_thaliana
SRR1945496,36.7886,Arabidopsis_thaliana
SRR1945497,36.5706,Arabidopsis_thaliana
SRR1945498,28.2114,Arabidopsis_thaliana
SRR1945501,29.7456,Arabidopsis_thaliana
SRR1945502,57.6298,Arabidopsis_thaliana
SRR1945503,56.7473,Arabidopsis_thaliana
SRR1945504,20.6095,Arabidopsis_thaliana
SRR1945505,35.0308,Arabidopsis_thaliana
SRR1945506,26.4882,Arabidopsis_thaliana
SRR1945507,21.055,Arabidopsis_thaliana
SRR1945509,32.2266,Arabidopsis_thaliana
SRR1945510,57.3466,Arabidopsis_thaliana
SRR1945511,23.6656,Arabidopsis_thaliana
SRR1945512,10.4387,Arabidopsis_thaliana
SRR1945513,14.9716,Arabidopsis_thaliana
SRR1945514,16.2923,Arabidopsis_thaliana
SRR1945515,13.0752,Arabidopsis_thaliana
SRR1945518,10.6651,Arabidopsis_thaliana
SRR1945519,13.5852,Arabidopsis_thaliana
SRR1945520,42.4017,Arabidopsis_thaliana
SRR1945521,27.8707,Arabidopsis_thaliana
SRR1945522,59.4246,Arabidopsis_thaliana
SRR1945523,43.0942,Arabidopsis_thaliana
SRR1945527,38.4399,Arabidopsis_thaliana
SRR1945531,18.5469,Arabidopsis_thaliana
SRR1945532,51.9653,Arabidopsis_thaliana
SRR1945533,8.9013,Arabidopsis_thaliana
SRR1945534,42.2285,Arabidopsis_thaliana
SRR1945535,34.2623,Arabidopsis_thaliana
SRR1945536,32.9338,Arabidopsis_thaliana
SRR1945537,7.86014,Arabidopsis_thaliana
SRR1945538,13.2598,Arabidopsis_thaliana
SRR1945539,32.673,Arabidopsis_thaliana
SRR1945540,50.0975,Arabidopsis_thaliana
SRR1945541,6.76611,Arabidopsis_thaliana
SRR1945544,10.7878,Arabidopsis_thaliana
SRR1945545,14.2137,Arabidopsis_thaliana
SRR1945546,7.38254,Arabidopsis_thaliana
SRR1945547,36.4001,Arabidopsis_thaliana
SRR1945548,39.492,Arabidopsis_thaliana
SRR1945549,11.1675,Arabidopsis_thaliana
SRR1945550,8.57649,Arabidopsis_thaliana
SRR1945551,53.606,Arabidopsis_thaliana
SRR1945552,16.2687,Arabidopsis_thaliana
SRR1945553,7.37308,Arabidopsis_thaliana
SRR1945554,9.19984,Arabidopsis_thaliana
SRR1945555,11.4408,Arabidopsis_thaliana
SRR1945556,9.46301,Arabidopsis_thaliana
SRR1945557,14.1849,Arabidopsis_thaliana
SRR1945558,7.85005,Arabidopsis_thaliana
SRR1945559,43.0235,Arabidopsis_thaliana
SRR1945560,17.9513,Arabidopsis_thaliana
SRR1945561,12.4714,Arabidopsis_thaliana
SRR1945562,45.3495,Arabidopsis_thaliana
SRR1945563,15.8849,Arabidopsis_thaliana
SRR1945564,33.8638,Arabidopsis_thaliana
SRR1945565,32.3334,Arabidopsis_thaliana
SRR1945566,17.9727,Arabidopsis_thaliana
SRR1945567,19.5963,Arabidopsis_thaliana
SRR1945568,20.2951,Arabidopsis_thaliana
SRR1945569,34.4719,Arabidopsis_thaliana
SRR1945570,44.098,Arabidopsis_thaliana
SRR1945571,42.8739,Arabidopsis_thaliana
SRR1945572,15.831,Arabidopsis_thaliana
SRR1945573,15.844,Arabidopsis_thaliana
SRR1945574,13.5892,Arabidopsis_thaliana
SRR1945575,17.2137,Arabidopsis_thaliana
SRR1945576,15.5654,Arabidopsis_thaliana
SRR1945577,22.7131,Arabidopsis_thaliana
SRR1945578,23.3679,Arabidopsis_thaliana
SRR1945579,42.0703,Arabidopsis_thaliana
SRR1945580,18.8971,Arabidopsis_thaliana
SRR1945581,17.4716,Arabidopsis_thaliana
SRR1945582,36.858,Arabidopsis_thaliana
SRR1945583,21.6108,Arabidopsis_thaliana
SRR1945584,20.4638,Arabidopsis_thaliana
SRR1945585,8.46582,Arabidopsis_thaliana
SRR1945586,19.3724,Arabidopsis_thaliana
SRR1945587,20.1889,Arabidopsis_thaliana
SRR1945588,28.2087,Arabidopsis_thaliana
SRR1945589,44.5516,Arabidopsis_thaliana
SRR1945590,13.2499,Arabidopsis_thaliana
SRR1945591,12.9334,Arabidopsis_thaliana
SRR1945592,17.1981,Arabidopsis_thaliana
SRR1945593,62.1612,Arabidopsis_thaliana
SRR1945594,23.2711,Arabidopsis_thaliana
SRR1945595,16.5231,Arabidopsis_thaliana
SRR1945596,15.7436,Arabidopsis_thaliana
SRR1945597,20.468,Arabidopsis_thaliana
SRR1945598,18.5412,Arabidopsis_thaliana
SRR1945599,15.3746,Arabidopsis_thaliana
SRR1945600,32.167,Arabidopsis_thaliana
SRR1945601,20.1679,Arabidopsis_thaliana
SRR1945602,13.435,Arabidopsis_thaliana
SRR1945603,12.8859,Arabidopsis_thaliana
SRR1945604,14.3618,Arabidopsis_thaliana
SRR1945605,61.3407,Arabidopsis_thaliana
SRR1945606,50.5848,Arabidopsis_thaliana
SRR1945607,22.3973,Arabidopsis_thaliana
SRR1945608,21.552,Arabidopsis_thaliana
SRR1945609,14.4805,Arabidopsis_thaliana
SRR1945610,31.2855,Arabidopsis_thaliana
SRR1945611,18.6688,Arabidopsis_thaliana
SRR1945612,19.8898,Arabidopsis_thaliana
SRR1945613,21.8547,Arabidopsis_thaliana
SRR1945614,36.5818,Arabidopsis_thaliana
SRR1945615,20.8418,Arabidopsis_thaliana
SRR1945616,22.9566,Arabidopsis_thaliana
SRR1945617,20.6256,Arabidopsis_thaliana
SRR1945618,7.33968,Arabidopsis_thaliana
SRR1945619,19.5329,Arabidopsis_thaliana
SRR1945620,7.93091,Arabidopsis_thaliana
SRR1945621,11.893,Arabidopsis_thaliana
SRR1945622,28.1077,Arabidopsis_thaliana
SRR1945623,19.1302,Arabidopsis_thaliana
SRR1945624,13.1883,Arabidopsis_thaliana
SRR1945625,19.9227,Arabidopsis_thaliana
SRR1945626,21.4717,Arabidopsis_thaliana
SRR1945627,7.98906,Arabidopsis_thaliana
SRR1945628,14.0873,Arabidopsis_thaliana
SRR1945629,13.5176,Arabidopsis_thaliana
SRR1945630,21.5982,Arabidopsis_thaliana
SRR1945631,17.9067,Arabidopsis_thaliana
SRR1945632,20.0914,Arabidopsis_thaliana
SRR1945633,25.4804,Arabidopsis_thaliana
SRR1945634,12.5024,Arabidopsis_thaliana
SRR1945635,15.0045,Arabidopsis_thaliana
SRR1945636,20.8246,Arabidopsis_thaliana
SRR1945637,27.5252,Arabidopsis_thaliana
SRR1945638,30.9722,Arabidopsis_thaliana
SRR1945639,48.7253,Arabidopsis_thaliana
SRR1945640,21.908,Arabidopsis_thaliana
SRR1945641,22.7413,Arabidopsis_thaliana
SRR1945642,48.1305,Arabidopsis_thaliana
SRR1945643,15.7272,Arabidopsis_thaliana
SRR1945644,34.6243,Arabidopsis_thaliana
SRR1945645,55.0349,Arabidopsis_thaliana
SRR1945646,33.6098,Arabidopsis_thaliana
SRR1945647,27.683,Arabidopsis_thaliana
SRR1945648,29.8361,Arabidopsis_thaliana
SRR1945649,22.6409,Arabidopsis_thaliana
SRR1945650,21.318,Arabidopsis_thaliana
SRR1945651,69.3779,Arabidopsis_thaliana
SRR1945652,20.0797,Arabidopsis_thaliana
SRR1945653,23.8857,Arabidopsis_thaliana
SRR1945654,23.7721,Arabidopsis_thaliana
SRR1945655,20.3163,Arabidopsis_thaliana
SRR1945656,20.9517,Arabidopsis_thaliana
SRR1945657,19.8415,Arabidopsis_thaliana
SRR1945658,39.141,Arabidopsis_thaliana
SRR1945659,21.0656,Arabidopsis_thaliana
SRR1945660,22.5506,Arabidopsis_thaliana
SRR1945661,19.6034,Arabidopsis_thaliana
SRR1945662,21.0807,Arabidopsis_thaliana
SRR1945663,36.8023,Arabidopsis_thaliana
SRR1945664,33.5791,Arabidopsis_thaliana
SRR1945665,41.9287,Arabidopsis_thaliana
SRR1945666,35.6353,Arabidopsis_thaliana
SRR1945667,49.6919,Arabidopsis_thaliana
SRR1945668,24.9386,Arabidopsis_thaliana
SRR1945669,17.117,Arabidopsis_thaliana
SRR1945670,17.15,Arabidopsis_thaliana
SRR1945671,23.1599,Arabidopsis_thaliana
SRR1945672,25.5726,Arabidopsis_thaliana
SRR1945673,27.7504,Arabidopsis_thaliana
SRR1945674,22.6679,Arabidopsis_thaliana
SRR1945675,32.0635,Arabidopsis_thaliana
SRR1945676,24.1915,Arabidopsis_thaliana
SRR1945677,18.7357,Arabidopsis_thaliana
SRR1945678,28.1469,Arabidopsis_thaliana
SRR1945679,17.023,Arabidopsis_thaliana
SRR1945680,26.1157,Arabidopsis_thaliana
SRR1945681,21.7726,Arabidopsis_thaliana
SRR1945682,22.6836,Arabidopsis_thaliana
SRR1945683,23.4087,Arabidopsis_thaliana
SRR1945684,27.5306,Arabidopsis_thaliana
SRR1945685,22.7093,Arabidopsis_thaliana
SRR1945686,30.5955,Arabidopsis_thaliana
SRR1945687,14.2639,Arabidopsis_thaliana
SRR1945688,18.4773,Arabidopsis_thaliana
SRR1945689,20.7439,Arabidopsis_thaliana
SRR1945690,29.622,Arabidopsis_thaliana
SRR1945691,22.9782,Arabidopsis_thaliana
SRR1945692,20.9205,Arabidopsis_thaliana
SRR1945693,27.1581,Arabidopsis_thaliana
SRR1945694,23.2099,Arabidopsis_thaliana
SRR1945695,23.5287,Arabidopsis_thaliana
SRR1945696,22.8748,Arabidopsis_thaliana
SRR1945697,28.9882,Arabidopsis_thaliana
SRR1945698,19.1505,Arabidopsis_thaliana
SRR1945699,22.597,Arabidopsis_thaliana
SRR1945700,20.3241,Arabidopsis_thaliana
SRR1945701,25.5999,Arabidopsis_thaliana
SRR1945702,21.9172,Arabidopsis_thaliana
SRR1945703,32.939,Arabidopsis_thaliana
SRR1945704,26.5681,Arabidopsis_thaliana
SRR1945705,27.6499,Arabidopsis_thaliana
SRR1945706,46.171,Arabidopsis_thaliana
SRR1945707,27.1645,Arabidopsis_thaliana
SRR1945708,32.9892,Arabidopsis_thaliana
SRR1945709,29.9539,Arabidopsis_thaliana
SRR1945710,22.5602,Arabidopsis_thaliana
SRR1945711,50.774,Arabidopsis_thaliana
SRR1945712,32.6317,Arabidopsis_thaliana
SRR1945713,32.496,Arabidopsis_thaliana
SRR1945714,55.7711,Arabidopsis_thaliana
SRR1945715,14.9535,Arabidopsis_thaliana
SRR1945716,13.7598,Arabidopsis_thaliana
SRR1945717,10.145,Arabidopsis_thaliana
SRR1945718,36.1263,Arabidopsis_thaliana
SRR1945719,9.56513,Arabidopsis_thaliana
SRR1945720,18.4793,Arabidopsis_thaliana
SRR1945721,15.4122,Arabidopsis_thaliana
SRR1945722,7.67438,Arabidopsis_thaliana
SRR1945723,11.3371,Arabidopsis_thaliana
SRR1945724,12.4547,Arabidopsis_thaliana
SRR1945725,16.168,Arabidopsis_thaliana
SRR1945726,30.1583,Arabidopsis_thaliana
SRR1945727,9.59967,Arabidopsis_thaliana
SRR1945728,22.5061,Arabidopsis_thaliana
SRR1945729,41.1557,Arabidopsis_thaliana
SRR1945730,22.5914,Arabidopsis_thaliana
SRR1945731,42.1561,Arabidopsis_thaliana
SRR1945732,15.9901,Arabidopsis_thaliana
SRR1945733,17.8045,Arabidopsis_thaliana
SRR1945734,16.4565,Arabidopsis_thaliana
SRR1945735,28.1784,Arabidopsis_thaliana
SRR1945736,18.0603,Arabidopsis_thaliana
SRR1945737,19.1267,Arabidopsis_thaliana
SRR1945738,13.7466,Arabidopsis_thaliana
SRR1945739,12.7511,Arabidopsis_thaliana
SRR1945740,36.6957,Arabidopsis_thaliana
SRR1945741,39.2697,Arabidopsis_thaliana
SRR1945742,14.1854,Arabidopsis_thaliana
SRR1945743,41.1335,Arabidopsis_thaliana
SRR1945744,40.934,Arabidopsis_thaliana
SRR1945745,45.2669,Arabidopsis_thaliana
SRR1945746,50.6447,Arabidopsis_thaliana
SRR1945747,40.1681,Arabidopsis_thaliana
SRR1945748,55.9874,Arabidopsis_thaliana
SRR1945749,10.4848,Arabidopsis_thaliana
SRR1945750,9.9118,Arabidopsis_thaliana
SRR1945751,11.6823,Arabidopsis_thaliana
SRR1945752,13.4342,Arabidopsis_thaliana
SRR1945753,21.9613,Arabidopsis_thaliana
SRR1945754,114.913,Arabidopsis_thaliana
SRR1945755,13.6084,Arabidopsis_thaliana
SRR1945756,33.7917,Arabidopsis_thaliana
SRR1945757,19.8845,Arabidopsis_thaliana
SRR1945758,20.9469,Arabidopsis_thaliana
SRR1945759,13.3803,Arabidopsis_thaliana
SRR1945760,13.8932,Arabidopsis_thaliana
SRR1945761,12.2334,Arabidopsis_thaliana
SRR1945762,15.7545,Arabidopsis_thaliana
SRR1945763,11.1445,Arabidopsis_thaliana
SRR1945764,25.0925,Arabidopsis_thaliana
SRR1945765,9.80548,Arabidopsis_thaliana
SRR1945766,15.4018,Arabidopsis_thaliana
SRR1945767,9.40011,Arabidopsis_thaliana
SRR1945768,10.4364,Arabidopsis_thaliana
SRR1945769,36.7616,Arabidopsis_thaliana
SRR1945770,12.4693,Arabidopsis_thaliana
SRR1945771,12.521,Arabidopsis_thaliana
SRR1945772,35.0838,Arabidopsis_thaliana
SRR1945773,40.919,Arabidopsis_thaliana
SRR1945774,18.6391,Arabidopsis_thaliana
SRR1945775,11.7559,Arabidopsis_thaliana
SRR1945776,26.8711,Arabidopsis_thaliana
SRR1945777,29.1657,Arabidopsis_thaliana
SRR1945778,23.3893,Arabidopsis_thaliana
SRR1945779,11.3637,Arabidopsis_thaliana
SRR1945780,19.236,Arabidopsis_thaliana
SRR1945781,9.52542,Arabidopsis_thaliana
SRR1945782,17.362,Arabidopsis_thaliana
SRR1945783,18.7338,Arabidopsis_thaliana
SRR1945784,12.1905,Arabidopsis_thaliana
SRR1945785,15.7211,Arabidopsis_thaliana
SRR1945786,10.3901,Arabidopsis_thaliana
SRR1945787,8.61236,Arabidopsis_thaliana
SRR1945788,18.137,Arabidopsis_thaliana
SRR1945790,NA,Arabidopsis_thaliana
SRR1945792,15.3381,Arabidopsis_thaliana
SRR1945793,26.2486,Arabidopsis_thaliana
SRR1945794,22.453,Arabidopsis_thaliana
SRR1945795,12.1565,Arabidopsis_thaliana
SRR1945796,18.1899,Arabidopsis_thaliana
SRR1945797,NA,Arabidopsis_thaliana
SRR1945798,12.5127,Arabidopsis_thaliana
SRR1945799,7.63065,Arabidopsis_thaliana
SRR1945800,17.1964,Arabidopsis_thaliana
SRR1945801,16.0867,Arabidopsis_thaliana
SRR1945802,4.26755,Arabidopsis_thaliana
SRR1945804,14.9751,Arabidopsis_thaliana
SRR1945805,12.1229,Arabidopsis_thaliana
SRR1945806,11.7496,Arabidopsis_thaliana
SRR1945807,10.9009,Arabidopsis_thaliana
SRR1945808,50.2765,Arabidopsis_thaliana
SRR1945809,11.8348,Arabidopsis_thaliana
SRR1945810,11.1404,Arabidopsis_thaliana
SRR1945811,11.6362,Arabidopsis_thaliana
SRR1945812,60.3786,Arabidopsis_thaliana
SRR1945813,11.4472,Arabidopsis_thaliana
SRR1945814,14.2749,Arabidopsis_thaliana
SRR1945815,13.8319,Arabidopsis_thaliana
SRR1945816,9.36033,Arabidopsis_thaliana
SRR1945817,8.1474,Arabidopsis_thaliana
SRR1945818,19.2127,Arabidopsis_thaliana
SRR1945819,15.7955,Arabidopsis_thaliana
SRR1945820,18.3981,Arabidopsis_thaliana
SRR1945821,21.0189,Arabidopsis_thaliana
SRR1945822,15.32,Arabidopsis_thaliana
SRR1945823,10.9905,Arabidopsis_thaliana
SRR1945824,13.7412,Arabidopsis_thaliana
SRR1945825,7.32314,Arabidopsis_thaliana
SRR1945826,13.21,Arabidopsis_thaliana
SRR1945827,10.0346,Arabidopsis_thaliana
SRR1945828,10.9268,Arabidopsis_thaliana
SRR1945829,12.1124,Arabidopsis_thaliana
SRR1945830,12.1126,Arabidopsis_thaliana
SRR1945831,7.93456,Arabidopsis_thaliana
SRR1945832,11.077,Arabidopsis_thaliana
SRR1945833,NA,Arabidopsis_thaliana
SRR1945834,9.92313,Arabidopsis_thaliana
SRR1945835,10.5102,Arabidopsis_thaliana
SRR1945836,10.2322,Arabidopsis_thaliana
SRR1945837,9.80459,Arabidopsis_thaliana
SRR1945838,16.467,Arabidopsis_thaliana
SRR1945839,25.2653,Arabidopsis_thaliana
SRR1945840,11.8448,Arabidopsis_thaliana
SRR1945841,14.1663,Arabidopsis_thaliana
SRR1945842,18.3744,Arabidopsis_thaliana
SRR1945843,13.1953,Arabidopsis_thaliana
SRR1945844,11.5461,Arabidopsis_thaliana
SRR1945845,19.5918,Arabidopsis_thaliana
SRR1945846,10.9529,Arabidopsis_thaliana
SRR1945847,13.7061,Arabidopsis_thaliana
SRR1945848,22.674,Arabidopsis_thaliana
SRR1945849,13.2389,Arabidopsis_thaliana
SRR1945850,NA,Arabidopsis_thaliana
SRR1945851,10.0479,Arabidopsis_thaliana
SRR1945852,7.81085,Arabidopsis_thaliana
SRR1945853,10.0617,Arabidopsis_thaliana
SRR1945854,NA,Arabidopsis_thaliana
SRR1945855,10.6255,Arabidopsis_thaliana
SRR1945857,12.0277,Arabidopsis_thaliana
SRR1945858,12.3358,Arabidopsis_thaliana
SRR1945859,11.9307,Arabidopsis_thaliana
SRR1945860,35.8936,Arabidopsis_thaliana
SRR1945861,15.0179,Arabidopsis_thaliana
SRR1945862,11.5133,Arabidopsis_thaliana
SRR1945863,23.8911,Arabidopsis_thaliana
SRR1945864,33.1144,Arabidopsis_thaliana
SRR1945865,21.318,Arabidopsis_thaliana
SRR1945866,11.3603,Arabidopsis_thaliana
SRR1945867,114.115,Arabidopsis_thaliana
SRR1945868,24.0257,Arabidopsis_thaliana
