SRR,Coverage,Species
SRR24323189,45.6504,Acorus_gramineus
SRR24323192,43.4275,Acorus_gramineus
ERR2103731,17.8966,Alnus_glutinosa
ERR6688530,19.0032,Alnus_glutinosa
SRR17214828,16.4263,Alnus_glutinosa
SRR5279623,24.329,Alnus_glutinosa
SRR5279624,24.5968,Alnus_glutinosa
SRR5279625,17.3841,Alnus_glutinosa
SRR5279626,15.5115,Alnus_glutinosa
SRR5282250,13.9114,Alnus_glutinosa
SRR5282253,14.3221,Alnus_glutinosa
SRR5282264,5.08972,Alnus_glutinosa
SRR5282265,4.29978,Alnus_glutinosa
SRR5344573,6.82066,Alnus_glutinosa
SRR25119778,35.2931,Angophora_floribunda
SRR26046576,10.4088,Arachis_ipaensis
SRR8481363,10.4088,Arachis_ipaensis
ERR179410,14.5287,Betula_nana
ERR179412,12.2214,Betula_nana
ERR179413,9.90109,Betula_nana
ERR179414,6.23344,Betula_nana
ERR2026268,16.6029,Betula_nana
SRR23853442,53.4354,Betula_nana
ERR2001938,31.1151,Betula_pendula
ERR2010602,7.33076,Betula_pendula
ERR2010603,7.70786,Betula_pendula
ERR2010616,8.52756,Betula_pendula
ERR2010617,8.60545,Betula_pendula
ERR2010618,7.71126,Betula_pendula
ERR2010622,7.62231,Betula_pendula
ERR2010623,8.43866,Betula_pendula
ERR2010624,7.12776,Betula_pendula
ERR2010625,8.27769,Betula_pendula
ERR2010626,8.20569,Betula_pendula
ERR2010627,9.22714,Betula_pendula
ERR2010639,9.45109,Betula_pendula
ERR2010640,49.919,Betula_pendula
ERR2010641,6.61871,Betula_pendula
ERR2010642,32.6446,Betula_pendula
ERR2010643,8.06238,Betula_pendula
ERR2010644,7.89379,Betula_pendula
ERR2010651,8.53215,Betula_pendula
ERR2010652,8.2781,Betula_pendula
ERR2010653,10.3757,Betula_pendula
ERR2010654,14.9701,Betula_pendula
ERR2010655,6.71623,Betula_pendula
ERR2010656,33.2819,Betula_pendula
ERR2010657,63.9846,Betula_pendula
ERR2010658,39.4931,Betula_pendula
ERR2010659,33.3932,Betula_pendula
ERR2010664,9.4203,Betula_pendula
ERR2010665,8.80864,Betula_pendula
ERR2010666,9.74979,Betula_pendula
ERR2010667,12.6541,Betula_pendula
ERR2010668,9.08673,Betula_pendula
ERR2010687,8.30795,Betula_pendula
ERR2026084,10.6793,Betula_pendula
ERR2026085,9.07556,Betula_pendula
ERR2026086,9.64295,Betula_pendula
ERR2026087,29.7683,Betula_pendula
ERR2026088,12.3826,Betula_pendula
ERR2026089,7.69507,Betula_pendula
ERR2026090,10.3475,Betula_pendula
ERR2026091,8.16214,Betula_pendula
ERR2026092,10.3007,Betula_pendula
ERR2026093,8.96385,Betula_pendula
ERR2026094,11.1543,Betula_pendula
ERR2026095,10.1172,Betula_pendula
ERR2026096,11.2386,Betula_pendula
ERR2026097,8.76632,Betula_pendula
ERR2026098,8.3951,Betula_pendula
ERR2026099,8.74089,Betula_pendula
ERR2026100,10.2189,Betula_pendula
ERR2026101,9.69534,Betula_pendula
ERR2026102,11.7801,Betula_pendula
ERR2026103,8.25633,Betula_pendula
ERR2026104,17.8485,Betula_pendula
ERR2026105,9.07806,Betula_pendula
ERR2026106,8.87213,Betula_pendula
ERR2026107,8.94905,Betula_pendula
ERR2026108,8.12567,Betula_pendula
ERR2026109,10.6883,Betula_pendula
ERR2026110,7.88232,Betula_pendula
ERR2026111,10.1416,Betula_pendula
ERR2026112,9.09351,Betula_pendula
ERR2026113,17.3384,Betula_pendula
ERR2026246,10.0099,Betula_pendula
ERR2026247,9.67575,Betula_pendula
ERR2026248,9.80456,Betula_pendula
ERR2026249,8.04006,Betula_pendula
ERR2026250,10.3264,Betula_pendula
ERR2026251,10.0373,Betula_pendula
ERR2026252,8.48883,Betula_pendula
ERR2026253,8.83741,Betula_pendula
ERR2026254,27.262,Betula_pendula
ERR2026256,29.3352,Betula_pendula
ERR2026257,32.9492,Betula_pendula
ERR2026258,21.1154,Betula_pendula
ERR2026264,25.5964,Betula_pendula
ERR2026265,18.2917,Betula_pendula
ERR2026266,23.1883,Betula_pendula
SRR12432425,9.3551,Betula_pendula
SRR22282021,9.1501,Betula_pendula
ERR11771286,25.887,Brassica_nigra
ERR11771287,21.2345,Brassica_nigra
ERR11771288,26.5883,Brassica_nigra
ERR11771289,31.147,Brassica_nigra
ERR11771290,20.326,Brassica_nigra
SAMEA114072523,20.9261,Brassica_nigra
SAMN03742614,71.9024,Brassica_nigra
SAMN04940011,133.029,Brassica_nigra
SAMN05210941,128.168,Brassica_nigra
SRR11906214,141.668,Brassica_nigra
SRR11963284,12.8339,Brassica_nigra
SRR11963295,19.5934,Brassica_nigra
SRR11963396,19.229,Brassica_nigra
SRR11963507,17.9083,Brassica_nigra
SRR11963610,17.4192,Brassica_nigra
SRR11963611,12.9157,Brassica_nigra
SRR11963622,18.5214,Brassica_nigra
SRR20998126,53.4877,Brassica_nigra
SRR14234257,8.87995,Bretschneidera_sinensis
SRR14234258,8.38649,Bretschneidera_sinensis
SRR14234259,8.39168,Bretschneidera_sinensis
SRR14234260,8.56969,Bretschneidera_sinensis
SRR14234261,8.31339,Bretschneidera_sinensis
SRR14234262,8.60337,Bretschneidera_sinensis
SRR14234263,8.41374,Bretschneidera_sinensis
SRR14234264,8.36897,Bretschneidera_sinensis
SRR14234265,8.17208,Bretschneidera_sinensis
SRR14234266,8.97871,Bretschneidera_sinensis
SRR14234267,8.91513,Bretschneidera_sinensis
SRR14234268,8.74332,Bretschneidera_sinensis
SRR14234269,8.63547,Bretschneidera_sinensis
SRR14234270,8.63483,Bretschneidera_sinensis
SRR14234271,8.43709,Bretschneidera_sinensis
SRR14234272,8.62413,Bretschneidera_sinensis
SRR14234274,8.66453,Bretschneidera_sinensis
SRR14234275,8.83207,Bretschneidera_sinensis
SRR14234276,8.69663,Bretschneidera_sinensis
SRR14234277,8.56187,Bretschneidera_sinensis
SRR14234278,8.54034,Bretschneidera_sinensis
SRR14234279,8.61863,Bretschneidera_sinensis
SRR14234280,9.04642,Bretschneidera_sinensis
SRR14234281,8.96131,Bretschneidera_sinensis
SRR14234282,8.71791,Bretschneidera_sinensis
SRR14234284,18.8336,Bretschneidera_sinensis
SRR14234285,14.3471,Bretschneidera_sinensis
SRR14234286,13.4186,Bretschneidera_sinensis
SRR14234287,19.0202,Bretschneidera_sinensis
SRR14234288,19.4742,Bretschneidera_sinensis
SRR14234289,17.6231,Bretschneidera_sinensis
SRR14234290,20.8867,Bretschneidera_sinensis
SRR14234291,20.3258,Bretschneidera_sinensis
SRR14234292,16.1588,Bretschneidera_sinensis
SRR14234293,18.0195,Bretschneidera_sinensis
SRR14234294,17.2902,Bretschneidera_sinensis
SRR14234295,14.8757,Bretschneidera_sinensis
SRR14234296,14.7023,Bretschneidera_sinensis
SRR14234297,17.0042,Bretschneidera_sinensis
SRR14234298,15.1332,Bretschneidera_sinensis
SRR14234299,14.8053,Bretschneidera_sinensis
SRR14234300,19.1759,Bretschneidera_sinensis
SRR14234301,15.6287,Bretschneidera_sinensis
SRR14234302,15.2213,Bretschneidera_sinensis
SRR14234303,12.7083,Bretschneidera_sinensis
SRR14234304,13.5854,Bretschneidera_sinensis
SRR14234305,14.8389,Bretschneidera_sinensis
SRR14234306,14.6444,Bretschneidera_sinensis
SRR14234307,14.7358,Bretschneidera_sinensis
SRR14234308,17.0204,Bretschneidera_sinensis
SRR14234309,16.5075,Bretschneidera_sinensis
SRR14234310,15.0712,Bretschneidera_sinensis
SRR14234311,18.2429,Bretschneidera_sinensis
SRR14234312,15.1313,Bretschneidera_sinensis
SRR14234313,17.673,Bretschneidera_sinensis
SRR14234314,23.439,Bretschneidera_sinensis
SRR14234315,15.5533,Bretschneidera_sinensis
SRR14234316,16.4247,Bretschneidera_sinensis
SRR14234317,17.57,Bretschneidera_sinensis
SRR14234318,13.8517,Bretschneidera_sinensis
SRR14234319,11.9644,Bretschneidera_sinensis
SRR14234320,11.6039,Bretschneidera_sinensis
SRR14234321,13.2193,Bretschneidera_sinensis
SRR14234322,16.5116,Bretschneidera_sinensis
SRR14234323,11.3737,Bretschneidera_sinensis
SRR14234324,11.9643,Bretschneidera_sinensis
SRR14234325,14.0847,Bretschneidera_sinensis
SRR14234326,16.7696,Bretschneidera_sinensis
SRR14234327,14.8436,Bretschneidera_sinensis
SRR14234328,15.445,Bretschneidera_sinensis
SRR14234329,13.435,Bretschneidera_sinensis
SRR14234330,15.102,Bretschneidera_sinensis
SRR14234331,13.8525,Bretschneidera_sinensis
SRR14234332,10.9588,Bretschneidera_sinensis
SRR14234333,17.7761,Bretschneidera_sinensis
SRR14234334,13.0899,Bretschneidera_sinensis
SRR14234335,13.4005,Bretschneidera_sinensis
SRR14234336,11.9402,Bretschneidera_sinensis
SRR14234337,12.9044,Bretschneidera_sinensis
SRR14234338,14.4456,Bretschneidera_sinensis
SRR14234339,14.9915,Bretschneidera_sinensis
SRR14234340,17.439,Bretschneidera_sinensis
SRR14234341,16.809,Bretschneidera_sinensis
SRR14234342,15.5635,Bretschneidera_sinensis
SRR14234343,17.4345,Bretschneidera_sinensis
SRR14234344,16.3509,Bretschneidera_sinensis
SRR14234345,16.718,Bretschneidera_sinensis
SRR14234346,18.3089,Bretschneidera_sinensis
SRR14234347,15.1962,Bretschneidera_sinensis
SRR14234348,16.2595,Bretschneidera_sinensis
SRR14234349,11.0378,Bretschneidera_sinensis
SRR14234350,11.7884,Bretschneidera_sinensis
SRR14234351,13.2819,Bretschneidera_sinensis
SRR14234352,10.9861,Bretschneidera_sinensis
SRR14234353,15.7573,Bretschneidera_sinensis
SRR14234354,13.6667,Bretschneidera_sinensis
SRR14234355,14.1021,Bretschneidera_sinensis
SRR14234356,11.9138,Bretschneidera_sinensis
SRR14234357,13.9247,Bretschneidera_sinensis
SRR14234358,13.394,Bretschneidera_sinensis
SRR14234359,12.3711,Bretschneidera_sinensis
SRR14234360,19.0367,Bretschneidera_sinensis
SRR14234361,17.2768,Bretschneidera_sinensis
SRR14234362,16.4531,Bretschneidera_sinensis
SRR14234363,18.9221,Bretschneidera_sinensis
SRR14234364,18.4744,Bretschneidera_sinensis
SRR14234365,16.3043,Bretschneidera_sinensis
SRR14234366,20.2507,Bretschneidera_sinensis
SRR14234367,20.2467,Bretschneidera_sinensis
SRR14234368,16.2575,Bretschneidera_sinensis
SRR14234369,16.033,Bretschneidera_sinensis
SRR14234370,19.7496,Bretschneidera_sinensis
SRR14234371,24.1751,Bretschneidera_sinensis
SRR14234372,23.2059,Bretschneidera_sinensis
SRR14234373,17.9238,Bretschneidera_sinensis
SRR14234374,15.3847,Bretschneidera_sinensis
SRR14234375,17.2591,Bretschneidera_sinensis
SRR14234376,17.2694,Bretschneidera_sinensis
SRR14234377,16.002,Bretschneidera_sinensis
SRR14234378,17.9947,Bretschneidera_sinensis
SRR14234379,16.1503,Bretschneidera_sinensis
SRR14234380,18.3737,Bretschneidera_sinensis
SRR14234381,19.2318,Bretschneidera_sinensis
SRR14234382,16.6067,Bretschneidera_sinensis
SRR14234383,16.9963,Bretschneidera_sinensis
SRR14234384,15.9602,Bretschneidera_sinensis
SRR14234385,12.9999,Bretschneidera_sinensis
SRR14234386,17.1142,Bretschneidera_sinensis
SRR14234387,13.8489,Bretschneidera_sinensis
SRR14234388,17.5402,Bretschneidera_sinensis
SRR14234389,16.4388,Bretschneidera_sinensis
SRR14234390,16.2163,Bretschneidera_sinensis
SRR14234391,17.4572,Bretschneidera_sinensis
SRR14234392,16.6333,Bretschneidera_sinensis
SRR14234393,16.6648,Bretschneidera_sinensis
SRR14234394,16.3911,Bretschneidera_sinensis
SRR14234395,14.2699,Bretschneidera_sinensis
SRR14234396,14.9091,Bretschneidera_sinensis
SRR14234397,14.1546,Bretschneidera_sinensis
SRR14234398,13.1234,Bretschneidera_sinensis
SRR14234399,15.0327,Bretschneidera_sinensis
SRR14234400,16.3067,Bretschneidera_sinensis
SRR14234401,17.0634,Bretschneidera_sinensis
SRR14234402,13.6887,Bretschneidera_sinensis
SRR14234403,16.1791,Bretschneidera_sinensis
SRR14234404,13.2523,Bretschneidera_sinensis
SRR14234405,15.9046,Bretschneidera_sinensis
SRR14234406,14.0047,Bretschneidera_sinensis
SRR14234407,13.4846,Bretschneidera_sinensis
SRR14234408,16.8201,Bretschneidera_sinensis
SRR14234409,17.399,Bretschneidera_sinensis
SRR14234410,14.359,Bretschneidera_sinensis
SRR13756610,26.1705,Camellia_oleifera
SRR14741468,37.4695,Camellia_oleifera
DRR058969,68.3085,Castanea_crenata
DRR058970,69.73,Castanea_crenata
DRR058971,60.1042,Castanea_crenata
DRR058972,60.1457,Castanea_crenata
DRR304280,69.73,Castanea_crenata
SRR17929054,48.6805,Castanea_crenata
SRR17929056,14.2613,Castanea_crenata
SRR17929057,16.5276,Castanea_crenata
SRR17929058,17.3761,Castanea_crenata
SRR17929349,17.9381,Castanea_crenata
SRR17929350,21.2576,Castanea_crenata
SRR17929351,9.54134,Castanea_crenata
SRR17929352,16.6694,Castanea_crenata
SRR17929353,15.9536,Castanea_crenata
SRR17929354,12.3814,Castanea_crenata
SRR17929355,16.2768,Castanea_crenata
SRR17929356,18.7673,Castanea_crenata
SRR17929359,12.0726,Castanea_crenata
SRR17929360,16.7195,Castanea_crenata
SRR17929361,24.5803,Castanea_crenata
SRR17929362,20.899,Castanea_crenata
SRR17929363,21.0767,Castanea_crenata
SRR16661078,28.0993,Castanea_dentata
SRR17929000,16.2828,Castanea_dentata
SRR17929013,17.5609,Castanea_dentata
SRR17929018,12.0493,Castanea_dentata
SRR17929019,22.4509,Castanea_dentata
SRR17929020,17.9095,Castanea_dentata
SRR17929021,7.43676,Castanea_dentata
SRR17929023,19.0223,Castanea_dentata
SRR17929024,6.77357,Castanea_dentata
SRR17929025,5.69204,Castanea_dentata
SRR17929026,12.6534,Castanea_dentata
SRR17929027,26.1767,Castanea_dentata
SRR17929028,14.2844,Castanea_dentata
SRR17929029,24.0429,Castanea_dentata
SRR17929030,27.2879,Castanea_dentata
SRR17929031,20.7454,Castanea_dentata
SRR17929032,22.3672,Castanea_dentata
SRR17929033,20.1241,Castanea_dentata
SRR17929034,19.8393,Castanea_dentata
SRR17929035,15.4318,Castanea_dentata
SRR17929036,35.0561,Castanea_dentata
SRR17929037,8.74808,Castanea_dentata
SRR17929038,17.0143,Castanea_dentata
SRR17929039,22.7796,Castanea_dentata
SRR17929040,6.56921,Castanea_dentata
SRR17929041,16.9869,Castanea_dentata
SRR17929042,16.6357,Castanea_dentata
SRR17929043,14.1867,Castanea_dentata
SRR17929044,16.8398,Castanea_dentata
SRR17929045,20.5723,Castanea_dentata
SRR17929046,20.6153,Castanea_dentata
SRR17929047,29.6713,Castanea_dentata
SRR17929048,22.2365,Castanea_dentata
SRR17929049,25.1417,Castanea_dentata
SRR17929050,16.5376,Castanea_dentata
SRR17929051,17.4583,Castanea_dentata
SRR17929052,20.4153,Castanea_dentata
SRR17929053,20.8963,Castanea_dentata
SRR17929055,17.2681,Castanea_dentata
SRR17929060,7.57188,Castanea_dentata
SRR17929063,23.4205,Castanea_dentata
SRR17929067,14.9456,Castanea_dentata
SRR17929068,25.9127,Castanea_dentata
SRR17929069,5.04718,Castanea_dentata
SRR17929071,18.032,Castanea_dentata
SRR17929072,15.1546,Castanea_dentata
SRR17929074,22.1608,Castanea_dentata
SRR17929075,30.1231,Castanea_dentata
SRR17929076,25.7643,Castanea_dentata
SRR17929078,17.3851,Castanea_dentata
SRR17929079,20.1094,Castanea_dentata
SRR17929080,20.3194,Castanea_dentata
SRR17929081,9.34318,Castanea_dentata
SRR17929082,22.2825,Castanea_dentata
SRR17929083,10.436,Castanea_dentata
SRR17929084,4.87886,Castanea_dentata
SRR17929085,24.1541,Castanea_dentata
SRR17929086,17.0201,Castanea_dentata
SRR17929087,26.8484,Castanea_dentata
SRR17929088,4.16861,Castanea_dentata
SRR17929089,17.4392,Castanea_dentata
SRR17929090,12.7679,Castanea_dentata
SRR17929091,24.1993,Castanea_dentata
SRR17929092,26.8591,Castanea_dentata
SRR17929093,22.283,Castanea_dentata
SRR17929094,20.0917,Castanea_dentata
SRR17929095,24.803,Castanea_dentata
SRR17929096,21.018,Castanea_dentata
SRR17929097,27.7672,Castanea_dentata
SRR17929098,12.6385,Castanea_dentata
SRR17929099,22.2309,Castanea_dentata
SRR17929100,23.3919,Castanea_dentata
SRR17929101,29.7263,Castanea_dentata
SRR17929102,23.2016,Castanea_dentata
SRR17929103,22.0015,Castanea_dentata
SRR17929104,20.9621,Castanea_dentata
SRR17929105,25.6501,Castanea_dentata
SRR17929106,13.6793,Castanea_dentata
SRR17929107,18.4371,Castanea_dentata
SRR17929108,24.0841,Castanea_dentata
SRR17929109,12.7477,Castanea_dentata
SRR17929110,29.9706,Castanea_dentata
SRR17929111,22.8271,Castanea_dentata
SRR17929112,24.9021,Castanea_dentata
SRR17929113,7.46301,Castanea_dentata
SRR17929114,4.72839,Castanea_dentata
SRR17929117,15.5095,Castanea_dentata
SRR17929118,24.4811,Castanea_dentata
SRR17929119,22.0386,Castanea_dentata
SRR17929121,18.0102,Castanea_dentata
SRR17929122,19.7404,Castanea_dentata
SRR17929124,19.5716,Castanea_dentata
SRR17929125,18.2888,Castanea_dentata
SRR17929126,18.0351,Castanea_dentata
SRR17929127,16.6038,Castanea_dentata
SRR17929128,4.95778,Castanea_dentata
SRR17929129,26.9169,Castanea_dentata
SRR17929130,32.4693,Castanea_dentata
SRR17929131,17.6327,Castanea_dentata
SRR17929133,17.1562,Castanea_dentata
SRR17929134,17.9711,Castanea_dentata
SRR17929135,12.822,Castanea_dentata
SRR17929136,8.48748,Castanea_dentata
SRR17929137,20.4208,Castanea_dentata
SRR17929138,15.8752,Castanea_dentata
SRR17929139,17.5441,Castanea_dentata
SRR17929140,16.6213,Castanea_dentata
SRR17929141,13.0822,Castanea_dentata
SRR17929142,16.9104,Castanea_dentata
SRR17929143,5.99689,Castanea_dentata
SRR17929144,16.2512,Castanea_dentata
SRR17929145,16.0911,Castanea_dentata
SRR17929146,14.2149,Castanea_dentata
SRR17929147,14.355,Castanea_dentata
SRR17929148,11.1508,Castanea_dentata
SRR17929149,24.241,Castanea_dentata
SRR17929150,10.4662,Castanea_dentata
SRR17929151,21.6206,Castanea_dentata
SRR17929152,14.688,Castanea_dentata
SRR17929153,10.7955,Castanea_dentata
SRR17929155,24.4532,Castanea_dentata
SRR17929156,25.8788,Castanea_dentata
SRR17929157,12.7091,Castanea_dentata
SRR17929158,20.257,Castanea_dentata
SRR17929159,16.236,Castanea_dentata
SRR17929160,11.8509,Castanea_dentata
SRR17929161,13.8712,Castanea_dentata
SRR17929162,9.79386,Castanea_dentata
SRR17929163,9.9321,Castanea_dentata
SRR17929164,18.8598,Castanea_dentata
SRR17929165,19.1806,Castanea_dentata
SRR17929166,16.3631,Castanea_dentata
SRR17929167,30.7407,Castanea_dentata
SRR17929168,16.4024,Castanea_dentata
SRR17929169,19.2352,Castanea_dentata
SRR17929170,17.0853,Castanea_dentata
SRR17929171,16.387,Castanea_dentata
SRR17929172,11.5171,Castanea_dentata
SRR17929173,23.8419,Castanea_dentata
SRR17929174,16.5248,Castanea_dentata
SRR17929175,18.6043,Castanea_dentata
SRR17929176,17.5397,Castanea_dentata
SRR17929177,23.1726,Castanea_dentata
SRR17929178,26.9618,Castanea_dentata
SRR17929179,13.8326,Castanea_dentata
SRR17929180,12.9752,Castanea_dentata
SRR17929181,14.6056,Castanea_dentata
SRR17929182,26.7799,Castanea_dentata
SRR17929183,10.4982,Castanea_dentata
SRR17929184,20.7083,Castanea_dentata
SRR17929185,8.14303,Castanea_dentata
SRR17929186,14.1366,Castanea_dentata
SRR17929187,33.5185,Castanea_dentata
SRR17929188,18.1735,Castanea_dentata
SRR17929189,14.9369,Castanea_dentata
SRR17929190,26.2163,Castanea_dentata
SRR17929191,15.3585,Castanea_dentata
SRR17929192,18.7263,Castanea_dentata
SRR17929193,29.5773,Castanea_dentata
SRR17929194,17.5177,Castanea_dentata
SRR17929195,16.0394,Castanea_dentata
SRR17929196,18.4137,Castanea_dentata
SRR17929197,17.3792,Castanea_dentata
SRR17929198,14.5968,Castanea_dentata
SRR17929199,19.3289,Castanea_dentata
SRR17929200,14.1866,Castanea_dentata
SRR17929201,21.1642,Castanea_dentata
SRR17929202,16.8087,Castanea_dentata
SRR17929203,14.8025,Castanea_dentata
SRR17929204,5.8774,Castanea_dentata
SRR17929206,17.0931,Castanea_dentata
SRR17929207,16.6497,Castanea_dentata
SRR17929208,13.5125,Castanea_dentata
SRR17929209,5.2451,Castanea_dentata
SRR17929210,17.4539,Castanea_dentata
SRR17929211,10.8799,Castanea_dentata
SRR17929212,25.2729,Castanea_dentata
SRR17929213,6.73112,Castanea_dentata
SRR17929214,7.48361,Castanea_dentata
SRR17929215,15.3281,Castanea_dentata
SRR17929216,13.5443,Castanea_dentata
SRR17929217,12.706,Castanea_dentata
SRR17929218,9.0877,Castanea_dentata
SRR17929219,18.3134,Castanea_dentata
SRR17929220,13.3144,Castanea_dentata
SRR17929230,15.9768,Castanea_dentata
SRR17929241,29.5744,Castanea_dentata
SRR17929248,21.0011,Castanea_dentata
SRR17929249,14.1234,Castanea_dentata
SRR17929250,17.3608,Castanea_dentata
SRR17929251,18.2969,Castanea_dentata
SRR17929252,12.4529,Castanea_dentata
SRR17929253,17.4547,Castanea_dentata
SRR17929254,12.5593,Castanea_dentata
SRR17929255,24.8345,Castanea_dentata
SRR17929256,36.4625,Castanea_dentata
SRR17929257,22.8195,Castanea_dentata
SRR17929258,8.32687,Castanea_dentata
SRR17929259,14.133,Castanea_dentata
SRR17929260,4.18045,Castanea_dentata
SRR17929261,9.70966,Castanea_dentata
SRR17929262,11.094,Castanea_dentata
SRR17929263,18.2516,Castanea_dentata
SRR17929264,22.5199,Castanea_dentata
SRR17929265,18.4394,Castanea_dentata
SRR17929266,19.8503,Castanea_dentata
SRR17929267,12.3311,Castanea_dentata
SRR17929268,19.9653,Castanea_dentata
SRR17929269,19.4695,Castanea_dentata
SRR17929270,22.5039,Castanea_dentata
SRR17929271,15.7036,Castanea_dentata
SRR17929272,5.4405,Castanea_dentata
SRR17929273,7.66888,Castanea_dentata
SRR17929274,22.9471,Castanea_dentata
SRR17929275,22.031,Castanea_dentata
SRR17929276,17.5734,Castanea_dentata
SRR17929277,15.3777,Castanea_dentata
SRR17929278,7.72804,Castanea_dentata
SRR17929279,22.3145,Castanea_dentata
SRR17929280,16.6285,Castanea_dentata
SRR17929281,14.558,Castanea_dentata
SRR17929282,16.5136,Castanea_dentata
SRR17929283,21.295,Castanea_dentata
SRR17929284,16.1991,Castanea_dentata
SRR17929285,12.2277,Castanea_dentata
SRR17929286,5.99726,Castanea_dentata
SRR17929287,18.8036,Castanea_dentata
SRR17929288,25.1931,Castanea_dentata
SRR17929289,16.8077,Castanea_dentata
SRR17929290,17.7614,Castanea_dentata
SRR17929291,17.8543,Castanea_dentata
SRR17929292,15.7637,Castanea_dentata
SRR17929293,15.9678,Castanea_dentata
SRR17929294,14.4609,Castanea_dentata
SRR17929295,13.4911,Castanea_dentata
SRR17929296,12.8388,Castanea_dentata
SRR17929297,17.8239,Castanea_dentata
SRR17929298,16.9365,Castanea_dentata
SRR17929299,18.6358,Castanea_dentata
SRR17929300,20.8026,Castanea_dentata
SRR17929301,24.7807,Castanea_dentata
SRR17929302,15.6017,Castanea_dentata
SRR17929303,17.9942,Castanea_dentata
SRR17929304,27.9017,Castanea_dentata
SRR17929305,19.0849,Castanea_dentata
SRR17929306,15.9157,Castanea_dentata
SRR17929307,15.969,Castanea_dentata
SRR17929308,26.4848,Castanea_dentata
SRR17929309,20.5915,Castanea_dentata
SRR17929310,15.2737,Castanea_dentata
SRR17929311,15.9112,Castanea_dentata
SRR17929312,12.917,Castanea_dentata
SRR17929313,18.7309,Castanea_dentata
SRR17929314,14.7352,Castanea_dentata
SRR17929316,22.5185,Castanea_dentata
SRR17929326,18.2294,Castanea_dentata
SRR17929337,16.6006,Castanea_dentata
SRR17929344,18.3948,Castanea_dentata
SRR17929345,17.0155,Castanea_dentata
SRR17929346,15.3931,Castanea_dentata
SRR17929347,15.8413,Castanea_dentata
SRR17929348,22.8871,Castanea_dentata
SRR17929357,24.6482,Castanea_dentata
SRR17929358,19.3931,Castanea_dentata
SRR17929364,21.8025,Castanea_dentata
SRR17929365,13.5759,Castanea_dentata
SRR17929366,35.9906,Castanea_dentata
SRR17929367,12.9589,Castanea_dentata
SRR17929368,10.4672,Castanea_dentata
SRR17929369,19.5092,Castanea_dentata
SRR17929370,12.5324,Castanea_dentata
SRR17929371,6.13452,Castanea_dentata
SRR17929372,11.6236,Castanea_dentata
SRR17929373,25.898,Castanea_dentata
SRR17929374,18.8014,Castanea_dentata
SRR17929375,18.8981,Castanea_dentata
SRR17929376,13.7153,Castanea_dentata
SRR17929377,18.9977,Castanea_dentata
SRR17929378,27.1633,Castanea_dentata
SRR17929379,10.55,Castanea_dentata
SRR17929380,8.60429,Castanea_dentata
SRR17929381,20.1751,Castanea_dentata
SRR17929382,21.8496,Castanea_dentata
SRR17929383,18.0881,Castanea_dentata
SRR17929384,12.8612,Castanea_dentata
SRR17929385,14.3597,Castanea_dentata
SRR17929386,22.5999,Castanea_dentata
SRR17929387,22.0475,Castanea_dentata
SRR17929388,13.3868,Castanea_dentata
SRR17929389,20.4125,Castanea_dentata
SRR17929390,22.3555,Castanea_dentata
SRR17929391,17.0722,Castanea_dentata
SRR17929392,14.7398,Castanea_dentata
SRR17929393,24.061,Castanea_dentata
SRR17929394,22.4407,Castanea_dentata
SRR17929395,6.64945,Castanea_dentata
SRR17929396,18.6006,Castanea_dentata
SRR17929397,23.058,Castanea_dentata
SRR17929398,19.6917,Castanea_dentata
SRR17929400,13.4357,Castanea_dentata
SRR17929401,24.9575,Castanea_dentata
SRR17929402,21.0066,Castanea_dentata
SRR17929403,9.28879,Castanea_dentata
SRR17929404,17.8034,Castanea_dentata
SRR17929405,15.7195,Castanea_dentata
SRR17929406,22.054,Castanea_dentata
SRR17929407,12.5552,Castanea_dentata
SRR17929409,6.66903,Castanea_dentata
SRR17929410,19.8708,Castanea_dentata
SRR17929411,12.0739,Castanea_dentata
SRR17929412,19.8971,Castanea_dentata
SRR17929413,18.5856,Castanea_dentata
SRR17929414,17.865,Castanea_dentata
SRR17929415,8.60394,Castanea_dentata
SRR17929416,11.7448,Castanea_dentata
SRR17929417,16.7298,Castanea_dentata
SRR17929418,19.7783,Castanea_dentata
SRR17929419,23.8846,Castanea_dentata
SRR17929420,17.9064,Castanea_dentata
SRR17929421,10.8701,Castanea_dentata
SRR17929422,10.2769,Castanea_dentata
SRR17929423,16.9028,Castanea_dentata
SRR17929424,14.9219,Castanea_dentata
SRR17929425,8.78399,Castanea_dentata
SRR17929426,18.9735,Castanea_dentata
SRR17929427,17.8908,Castanea_dentata
SRR17929428,14.288,Castanea_dentata
SRR17929429,14.2781,Castanea_dentata
SRR17929430,16.2733,Castanea_dentata
SRR17929431,16.6713,Castanea_dentata
SRR17929432,24.3155,Castanea_dentata
SRR17929434,19.8036,Castanea_dentata
SRR17929435,16.9032,Castanea_dentata
SRR17929436,15.3341,Castanea_dentata
SRR17929437,19.0106,Castanea_dentata
SRR17929438,16.9661,Castanea_dentata
SRR17929439,15.9557,Castanea_dentata
SRR17929440,16.3709,Castanea_dentata
SRR17929441,18.1306,Castanea_dentata
SRR17929442,15.4189,Castanea_dentata
SRR17929443,22.6335,Castanea_dentata
SRR17929444,17.5318,Castanea_dentata
SRR17929445,19.4303,Castanea_dentata
SRR17929446,21.0564,Castanea_dentata
SRR17929447,14.148,Castanea_dentata
